spend_id;spend_date;campaign_id;campaign_name;channel;impressions;clicks;spend_rub
334;2024-03-24;YA_GENERIC;Yandex Generic;Yandex Ads;4373;180;5834
335;2024-03-24;VK_RETARGET;VK Retargeting;VK Ads;13821;139;2585
336;2024-03-24;TG_LOCAL;Telegram Chelyabinsk;Telegram;5798;101;1639
337;2024-03-25;YA_BRAND;Yandex Brand;Yandex Ads;2677;143;3387
338;2024-03-25;YA_GENERIC;Yandex Generic;Yandex Ads;5859;250;7606
339;2024-03-25;VK_RETARGET;VK Retargeting;VK Ads;15778;158;3073
340;2024-03-25;TG_LOCAL;Telegram Chelyabinsk;Telegram;5094;90;1594
341;2024-03-26;YA_BRAND;Yandex Brand;Yandex Ads;3241;172;4141
342;2024-03-26;YA_GENERIC;Yandex Generic;Yandex Ads;5334;221;6434
343;2024-03-26;VK_RETARGET;VK Retargeting;VK Ads;16151;156;2994
344;2024-03-26;TG_LOCAL;Telegram Chelyabinsk;Telegram;5966;105;1807
345;2024-03-27;YA_BRAND;Yandex Brand;Yandex Ads;2681;143;3370
346;2024-03-27;YA_GENERIC;Yandex Generic;Yandex Ads;5006;214;6396
347;2024-03-27;VK_RETARGET;VK Retargeting;VK Ads;13411;140;2778
348;2024-03-27;TG_LOCAL;Telegram Chelyabinsk;Telegram;5280;97;1591
349;2024-03-28;YA_BRAND;Yandex Brand;Yandex Ads;2990;173;4015
350;2024-03-28;YA_GENERIC;Yandex Generic;Yandex Ads;5301;219;6469
351;2024-03-28;VK_RETARGET;VK Retargeting;VK Ads;14865;145;2669
352;2024-03-28;TG_LOCAL;Telegram Chelyabinsk;Telegram;5603;105;1862
353;2024-03-29;YA_BRAND;Yandex Brand;Yandex Ads;2766;152;3720
354;2024-03-29;YA_GENERIC;Yandex Generic;Yandex Ads;5427;219;7181
355;2024-03-29;VK_RETARGET;VK Retargeting;VK Ads;15163;147;2757
356;2024-03-29;TG_LOCAL;Telegram Chelyabinsk;Telegram;4746;87;1576
357;2024-03-30;YA_BRAND;Yandex Brand;Yandex Ads;2215;124;3188
358;2024-03-30;YA_GENERIC;Yandex Generic;Yandex Ads;4829;202;6514
359;2024-03-30;VK_RETARGET;VK Retargeting;VK Ads;12727;125;2533
360;2024-03-30;TG_LOCAL;Telegram Chelyabinsk;Telegram;5131;96;1657
361;2024-03-31;YA_BRAND;Yandex Brand;Yandex Ads;2466;142;3300
362;2024-03-31;YA_GENERIC;Yandex Generic;Yandex Ads;4143;180;5760
363;2024-03-31;VK_RETARGET;VK Retargeting;VK Ads;16396;162;2875
364;2024-03-31;TG_LOCAL;Telegram Chelyabinsk;Telegram;5340;97;1557
365;2024-04-01;YA_BRAND;Yandex Brand;Yandex Ads;3029;162;3674
366;2024-04-01;YA_GENERIC;Yandex Generic;Yandex Ads;5290;232;7667
367;2024-04-01;VK_RETARGET;VK Retargeting;VK Ads;15855;152;2864
368;2024-04-01;TG_LOCAL;Telegram Chelyabinsk;Telegram;5780;108;1756
369;2024-04-02;YA_BRAND;Yandex Brand;Yandex Ads;3096;167;3912
370;2024-04-02;YA_GENERIC;Yandex Generic;Yandex Ads;5727;250;7465
371;2024-04-02;VK_RETARGET;VK Retargeting;VK Ads;16069;161;2966
372;2024-04-02;TG_LOCAL;Telegram Chelyabinsk;Telegram;5748;104;1837
373;2024-04-03;YA_BRAND;Yandex Brand;Yandex Ads;2914;157;4037
374;2024-04-03;YA_GENERIC;Yandex Generic;Yandex Ads;5600;247;7877
375;2024-04-03;VK_RETARGET;VK Retargeting;VK Ads;17916;177;3149
376;2024-04-03;TG_LOCAL;Telegram Chelyabinsk;Telegram;5233;99;1594
377;2024-04-04;YA_BRAND;Yandex Brand;Yandex Ads;2836;150;3719
378;2024-04-04;YA_GENERIC;Yandex Generic;Yandex Ads;6043;245;7190
379;2024-04-04;VK_RETARGET;VK Retargeting;VK Ads;16351;172;3101
380;2024-04-04;TG_LOCAL;Telegram Chelyabinsk;Telegram;5968;110;1902
381;2024-04-05;YA_BRAND;Yandex Brand;Yandex Ads;2761;149;3561
382;2024-04-05;YA_GENERIC;Yandex Generic;Yandex Ads;5770;249;7384
383;2024-04-05;VK_RETARGET;VK Retargeting;VK Ads;15126;158;3010
384;2024-04-05;TG_LOCAL;Telegram Chelyabinsk;Telegram;5764;107;1787
385;2024-04-06;YA_BRAND;Yandex Brand;Yandex Ads;2370;128;3263
386;2024-04-06;YA_GENERIC;Yandex Generic;Yandex Ads;4442;188;6137
387;2024-04-06;VK_RETARGET;VK Retargeting;VK Ads;14072;147;2638
388;2024-04-06;TG_LOCAL;Telegram Chelyabinsk;Telegram;5947;107;1749
389;2024-04-07;YA_BRAND;Yandex Brand;Yandex Ads;2481;140;3370
390;2024-04-07;YA_GENERIC;Yandex Generic;Yandex Ads;5380;232;6958
391;2024-04-07;VK_RETARGET;VK Retargeting;VK Ads;12563;130;2547
392;2024-04-07;TG_LOCAL;Telegram Chelyabinsk;Telegram;5272;91;1636
393;2024-04-08;YA_BRAND;Yandex Brand;Yandex Ads;2928;161;4018
394;2024-04-08;YA_GENERIC;Yandex Generic;Yandex Ads;5249;211;6992
395;2024-04-08;VK_RETARGET;VK Retargeting;VK Ads;19869;190;3394
396;2024-04-08;TG_LOCAL;Telegram Chelyabinsk;Telegram;5413;102;1788
397;2024-04-09;YA_BRAND;Yandex Brand;Yandex Ads;3517;187;4337
398;2024-04-09;YA_GENERIC;Yandex Generic;Yandex Ads;5252;226;6887
399;2024-04-09;VK_RETARGET;VK Retargeting;VK Ads;16653;166;3239
400;2024-04-09;TG_LOCAL;Telegram Chelyabinsk;Telegram;5981;111;1936
401;2024-04-10;YA_BRAND;Yandex Brand;Yandex Ads;3067;177;4225
402;2024-04-10;YA_GENERIC;Yandex Generic;Yandex Ads;5586;242;7129
403;2024-04-10;VK_RETARGET;VK Retargeting;VK Ads;16282;160;3067
404;2024-04-10;TG_LOCAL;Telegram Chelyabinsk;Telegram;5269;96;1606
405;2024-04-11;YA_BRAND;Yandex Brand;Yandex Ads;2639;144;3568
406;2024-04-11;YA_GENERIC;Yandex Generic;Yandex Ads;5119;223;7391
407;2024-04-11;VK_RETARGET;VK Retargeting;VK Ads;16170;164;3002
408;2024-04-11;TG_LOCAL;Telegram Chelyabinsk;Telegram;5721;103;1658
409;2024-04-12;YA_BRAND;Yandex Brand;Yandex Ads;2790;147;3791
410;2024-04-12;YA_GENERIC;Yandex Generic;Yandex Ads;5732;240;7995
411;2024-04-12;VK_RETARGET;VK Retargeting;VK Ads;15031;154;3125
412;2024-04-12;TG_LOCAL;Telegram Chelyabinsk;Telegram;5397;100;1768
413;2024-04-13;YA_BRAND;Yandex Brand;Yandex Ads;2564;145;3539
414;2024-04-13;YA_GENERIC;Yandex Generic;Yandex Ads;4620;192;6352
415;2024-04-13;VK_RETARGET;VK Retargeting;VK Ads;12426;128;2520
416;2024-04-13;TG_LOCAL;Telegram Chelyabinsk;Telegram;5774;99;1590
417;2024-04-14;YA_BRAND;Yandex Brand;Yandex Ads;2644;145;3620
418;2024-04-14;YA_GENERIC;Yandex Generic;Yandex Ads;4181;171;5619
419;2024-04-14;VK_RETARGET;VK Retargeting;VK Ads;15606;157;2798
420;2024-04-14;TG_LOCAL;Telegram Chelyabinsk;Telegram;5373;99;1633
421;2024-04-15;YA_BRAND;Yandex Brand;Yandex Ads;3269;180;4147
422;2024-04-15;YA_GENERIC;Yandex Generic;Yandex Ads;6647;273;7983
423;2024-04-15;VK_RETARGET;VK Retargeting;VK Ads;16003;158;2876
424;2024-04-15;TG_LOCAL;Telegram Chelyabinsk;Telegram;5775;103;1882
425;2024-04-16;YA_BRAND;Yandex Brand;Yandex Ads;3303;174;4034
426;2024-04-16;YA_GENERIC;Yandex Generic;Yandex Ads;5912;249;7958
427;2024-04-16;VK_RETARGET;VK Retargeting;VK Ads;16116;156;2813
428;2024-04-16;TG_LOCAL;Telegram Chelyabinsk;Telegram;5793;109;1741
429;2024-04-17;YA_BRAND;Yandex Brand;Yandex Ads;2913;153;3705
430;2024-04-17;YA_GENERIC;Yandex Generic;Yandex Ads;5457;231;7152
431;2024-04-17;VK_RETARGET;VK Retargeting;VK Ads;15609;156;3024
432;2024-04-17;TG_LOCAL;Telegram Chelyabinsk;Telegram;5462;100;1778
433;2024-04-18;YA_BRAND;Yandex Brand;Yandex Ads;2848;163;4043
434;2024-04-18;YA_GENERIC;Yandex Generic;Yandex Ads;4995;216;6509
435;2024-04-18;VK_RETARGET;VK Retargeting;VK Ads;15509;158;3148
436;2024-04-18;TG_LOCAL;Telegram Chelyabinsk;Telegram;6402;117;1859
437;2024-04-19;YA_BRAND;Yandex Brand;Yandex Ads;3119;172;4258
438;2024-04-19;YA_GENERIC;Yandex Generic;Yandex Ads;5355;235;7351
439;2024-04-19;VK_RETARGET;VK Retargeting;VK Ads;13746;142;2788
440;2024-04-19;TG_LOCAL;Telegram Chelyabinsk;Telegram;6047;105;1689
441;2024-04-20;YA_BRAND;Yandex Brand;Yandex Ads;2739;144;3242
442;2024-04-20;YA_GENERIC;Yandex Generic;Yandex Ads;4623;186;6082
443;2024-04-20;VK_RETARGET;VK Retargeting;VK Ads;12031;122;2408
444;2024-04-20;TG_LOCAL;Telegram Chelyabinsk;Telegram;5857;102;1707
445;2024-04-21;YA_BRAND;Yandex Brand;Yandex Ads;2946;156;3552
446;2024-04-21;YA_GENERIC;Yandex Generic;Yandex Ads;4459;183;5799
447;2024-04-21;VK_RETARGET;VK Retargeting;VK Ads;15928;165;2948
448;2024-04-21;TG_LOCAL;Telegram Chelyabinsk;Telegram;5340;93;1643
449;2024-04-22;YA_BRAND;Yandex Brand;Yandex Ads;2629;147;3496
450;2024-04-22;YA_GENERIC;Yandex Generic;Yandex Ads;6120;268;8037
451;2024-04-22;VK_RETARGET;VK Retargeting;VK Ads;15130;147;2869
452;2024-04-22;TG_LOCAL;Telegram Chelyabinsk;Telegram;5627;97;1664
453;2024-04-23;YA_BRAND;Yandex Brand;Yandex Ads;3480;190;4363
454;2024-04-23;YA_GENERIC;Yandex Generic;Yandex Ads;5973;244;8062
455;2024-04-23;VK_RETARGET;VK Retargeting;VK Ads;15780;157;2865
456;2024-04-23;TG_LOCAL;Telegram Chelyabinsk;Telegram;6053;109;1805
457;2024-04-24;YA_BRAND;Yandex Brand;Yandex Ads;3516;190;4282
458;2024-04-24;YA_GENERIC;Yandex Generic;Yandex Ads;5390;231;7659
459;2024-04-24;VK_RETARGET;VK Retargeting;VK Ads;15830;156;2987
460;2024-04-24;TG_LOCAL;Telegram Chelyabinsk;Telegram;5620;98;1659
461;2024-04-25;YA_BRAND;Yandex Brand;Yandex Ads;3181;170;3835
462;2024-04-25;YA_GENERIC;Yandex Generic;Yandex Ads;5671;245;7722
463;2024-04-25;VK_RETARGET;VK Retargeting;VK Ads;14304;144;2791
464;2024-04-25;TG_LOCAL;Telegram Chelyabinsk;Telegram;5843;107;1950
465;2024-04-26;YA_BRAND;Yandex Brand;Yandex Ads;3022;159;3798
466;2024-04-26;YA_GENERIC;Yandex Generic;Yandex Ads;5606;231;7614
467;2024-04-26;VK_RETARGET;VK Retargeting;VK Ads;16466;160;2879
468;2024-04-26;TG_LOCAL;Telegram Chelyabinsk;Telegram;6598;115;1949
469;2024-04-27;YA_BRAND;Yandex Brand;Yandex Ads;2702;150;3629
470;2024-04-27;YA_GENERIC;Yandex Generic;Yandex Ads;4201;177;5826
471;2024-04-27;VK_RETARGET;VK Retargeting;VK Ads;14450;141;2548
472;2024-04-27;TG_LOCAL;Telegram Chelyabinsk;Telegram;5302;98;1636
473;2024-04-28;YA_BRAND;Yandex Brand;Yandex Ads;2392;136;3379
474;2024-04-28;YA_GENERIC;Yandex Generic;Yandex Ads;5650;226;7064
475;2024-04-28;VK_RETARGET;VK Retargeting;VK Ads;15107;145;2813
476;2024-04-28;TG_LOCAL;Telegram Chelyabinsk;Telegram;4969;91;1643
477;2024-04-29;YA_BRAND;Yandex Brand;Yandex Ads;3040;171;4348
478;2024-04-29;YA_GENERIC;Yandex Generic;Yandex Ads;5725;248;7263
479;2024-04-29;VK_RETARGET;VK Retargeting;VK Ads;18296;177;3325
480;2024-04-29;TG_LOCAL;Telegram Chelyabinsk;Telegram;6155;111;1832
481;2024-04-30;YA_BRAND;Yandex Brand;Yandex Ads;2777;152;3654
482;2024-04-30;YA_GENERIC;Yandex Generic;Yandex Ads;6049;243;7146
483;2024-04-30;VK_RETARGET;VK Retargeting;VK Ads;18257;175;3455
484;2024-04-30;TG_LOCAL;Telegram Chelyabinsk;Telegram;6205;108;1831
485;2024-05-01;YA_BRAND;Yandex Brand;Yandex Ads;3355;177;4323
486;2024-05-01;YA_GENERIC;Yandex Generic;Yandex Ads;5250;225;7144
487;2024-05-01;VK_RETARGET;VK Retargeting;VK Ads;14190;143;2915
488;2024-05-01;TG_LOCAL;Telegram Chelyabinsk;Telegram;5992;106;1843
489;2024-05-02;YA_BRAND;Yandex Brand;Yandex Ads;2861;151;3811
490;2024-05-02;YA_GENERIC;Yandex Generic;Yandex Ads;5782;241;7917
491;2024-05-02;VK_RETARGET;VK Retargeting;VK Ads;15193;156;2949
492;2024-05-02;TG_LOCAL;Telegram Chelyabinsk;Telegram;6768;118;1927
493;2024-05-03;YA_BRAND;Yandex Brand;Yandex Ads;3202;171;3830
494;2024-05-03;YA_GENERIC;Yandex Generic;Yandex Ads;5367;217;6765
495;2024-05-03;VK_RETARGET;VK Retargeting;VK Ads;17525;175;3537
496;2024-05-03;TG_LOCAL;Telegram Chelyabinsk;Telegram;6144;113;1913
497;2024-05-04;YA_BRAND;Yandex Brand;Yandex Ads;2323;131;3247
498;2024-05-04;YA_GENERIC;Yandex Generic;Yandex Ads;5405;233;6778
499;2024-05-04;VK_RETARGET;VK Retargeting;VK Ads;17407;174;3090
500;2024-05-04;TG_LOCAL;Telegram Chelyabinsk;Telegram;5255;92;1480
501;2024-05-05;YA_BRAND;Yandex Brand;Yandex Ads;3198;177;4057
502;2024-05-05;YA_GENERIC;Yandex Generic;Yandex Ads;5594;234;7092
503;2024-05-05;VK_RETARGET;VK Retargeting;VK Ads;16827;165;3137
504;2024-05-05;TG_LOCAL;Telegram Chelyabinsk;Telegram;4853;88;1496
505;2024-05-06;YA_BRAND;Yandex Brand;Yandex Ads;3025;171;4028
506;2024-05-06;YA_GENERIC;Yandex Generic;Yandex Ads;6734;270;8483
507;2024-05-06;VK_RETARGET;VK Retargeting;VK Ads;17732;174;3487
508;2024-05-06;TG_LOCAL;Telegram Chelyabinsk;Telegram;6690;119;1985
509;2024-05-07;YA_BRAND;Yandex Brand;Yandex Ads;2931;168;4166
510;2024-05-07;YA_GENERIC;Yandex Generic;Yandex Ads;5949;240;7488
511;2024-05-07;VK_RETARGET;VK Retargeting;VK Ads;15312;152;3009
512;2024-05-07;TG_LOCAL;Telegram Chelyabinsk;Telegram;6621;118;2041
513;2024-05-08;YA_BRAND;Yandex Brand;Yandex Ads;2868;164;4233
514;2024-05-08;YA_GENERIC;Yandex Generic;Yandex Ads;5622;232;7038
515;2024-05-08;VK_RETARGET;VK Retargeting;VK Ads;17488;178;3545
516;2024-05-08;TG_LOCAL;Telegram Chelyabinsk;Telegram;6615;115;2054
517;2024-05-09;YA_BRAND;Yandex Brand;Yandex Ads;3487;192;4431
518;2024-05-09;YA_GENERIC;Yandex Generic;Yandex Ads;5728;246;7422
519;2024-05-09;VK_RETARGET;VK Retargeting;VK Ads;20325;197;3636
520;2024-05-09;TG_LOCAL;Telegram Chelyabinsk;Telegram;6132;115;1962
521;2024-05-10;YA_BRAND;Yandex Brand;Yandex Ads;3066;164;3996
522;2024-05-10;YA_GENERIC;Yandex Generic;Yandex Ads;5405;237;7478
523;2024-05-10;VK_RETARGET;VK Retargeting;VK Ads;18096;177;3595
524;2024-05-10;TG_LOCAL;Telegram Chelyabinsk;Telegram;6428;116;1968
525;2024-05-11;YA_BRAND;Yandex Brand;Yandex Ads;2965;159;3616
526;2024-05-11;YA_GENERIC;Yandex Generic;Yandex Ads;4707;201;6041
527;2024-05-11;VK_RETARGET;VK Retargeting;VK Ads;16556;162;3201
528;2024-05-11;TG_LOCAL;Telegram Chelyabinsk;Telegram;4608;83;1513
529;2024-05-12;YA_BRAND;Yandex Brand;Yandex Ads;3327;175;3999
530;2024-05-12;YA_GENERIC;Yandex Generic;Yandex Ads;4515;192;6397
531;2024-05-12;VK_RETARGET;VK Retargeting;VK Ads;15528;162;3183
532;2024-05-12;TG_LOCAL;Telegram Chelyabinsk;Telegram;5240;91;1562
533;2024-05-13;YA_BRAND;Yandex Brand;Yandex Ads;3587;200;4587
534;2024-05-13;YA_GENERIC;Yandex Generic;Yandex Ads;5519;221;7261
535;2024-05-13;VK_RETARGET;VK Retargeting;VK Ads;17380;168;3097
536;2024-05-13;TG_LOCAL;Telegram Chelyabinsk;Telegram;6434;117;1923
537;2024-05-14;YA_BRAND;Yandex Brand;Yandex Ads;3464;185;4212
538;2024-05-14;YA_GENERIC;Yandex Generic;Yandex Ads;5603;229;7609
539;2024-05-14;VK_RETARGET;VK Retargeting;VK Ads;19192;194;3522
540;2024-05-14;TG_LOCAL;Telegram Chelyabinsk;Telegram;7382;130;2114
541;2024-05-15;YA_BRAND;Yandex Brand;Yandex Ads;3240;173;4008
542;2024-05-15;YA_GENERIC;Yandex Generic;Yandex Ads;5772;249;7514
543;2024-05-15;VK_RETARGET;VK Retargeting;VK Ads;19767;194;3592
544;2024-05-15;TG_LOCAL;Telegram Chelyabinsk;Telegram;6098;113;1793
545;2024-05-16;YA_BRAND;Yandex Brand;Yandex Ads;3177;181;4522
546;2024-05-16;YA_GENERIC;Yandex Generic;Yandex Ads;5717;239;7194
547;2024-05-16;VK_RETARGET;VK Retargeting;VK Ads;18557;178;3594
548;2024-05-16;TG_LOCAL;Telegram Chelyabinsk;Telegram;5507;95;1718
549;2024-05-17;YA_BRAND;Yandex Brand;Yandex Ads;3342;182;4581
550;2024-05-17;YA_GENERIC;Yandex Generic;Yandex Ads;5551;242;7408
551;2024-05-17;VK_RETARGET;VK Retargeting;VK Ads;19110;188;3510
552;2024-05-17;TG_LOCAL;Telegram Chelyabinsk;Telegram;5596;104;1764
553;2024-05-18;YA_BRAND;Yandex Brand;Yandex Ads;2473;140;3239
554;2024-05-18;YA_GENERIC;Yandex Generic;Yandex Ads;4302;183;6020
555;2024-05-18;VK_RETARGET;VK Retargeting;VK Ads;12418;127;2567
556;2024-05-18;TG_LOCAL;Telegram Chelyabinsk;Telegram;5893;105;1863
557;2024-05-19;YA_BRAND;Yandex Brand;Yandex Ads;2812;162;4002
558;2024-05-19;YA_GENERIC;Yandex Generic;Yandex Ads;4845;198;5912
559;2024-05-19;VK_RETARGET;VK Retargeting;VK Ads;13979;139;2742
560;2024-05-19;TG_LOCAL;Telegram Chelyabinsk;Telegram;5389;97;1751
561;2024-05-20;YA_BRAND;Yandex Brand;Yandex Ads;2870;165;4116
562;2024-05-20;YA_GENERIC;Yandex Generic;Yandex Ads;5319;232;6853
563;2024-05-20;VK_RETARGET;VK Retargeting;VK Ads;15203;154;3088
564;2024-05-20;TG_LOCAL;Telegram Chelyabinsk;Telegram;5296;96;1743
565;2024-05-21;YA_BRAND;Yandex Brand;Yandex Ads;3710;203;4570
566;2024-05-21;YA_GENERIC;Yandex Generic;Yandex Ads;6365;270;8172
567;2024-05-21;VK_RETARGET;VK Retargeting;VK Ads;18066;180;3356
568;2024-05-21;TG_LOCAL;Telegram Chelyabinsk;Telegram;5734;106;1770
569;2024-05-22;YA_BRAND;Yandex Brand;Yandex Ads;3461;188;4513
570;2024-05-22;YA_GENERIC;Yandex Generic;Yandex Ads;6581;265;7925
571;2024-05-22;VK_RETARGET;VK Retargeting;VK Ads;19394;196;3511
572;2024-05-22;TG_LOCAL;Telegram Chelyabinsk;Telegram;6147;111;1909
573;2024-05-23;YA_BRAND;Yandex Brand;Yandex Ads;3300;191;4475
574;2024-05-23;YA_GENERIC;Yandex Generic;Yandex Ads;6832;285;8404
575;2024-05-23;VK_RETARGET;VK Retargeting;VK Ads;15971;162;3151
576;2024-05-23;TG_LOCAL;Telegram Chelyabinsk;Telegram;6757;116;1957
577;2024-05-24;YA_BRAND;Yandex Brand;Yandex Ads;3238;177;4363
578;2024-05-24;YA_GENERIC;Yandex Generic;Yandex Ads;5234;229;7528
579;2024-05-24;VK_RETARGET;VK Retargeting;VK Ads;15733;161;2916
580;2024-05-24;TG_LOCAL;Telegram Chelyabinsk;Telegram;5664;101;1779
581;2024-05-25;YA_BRAND;Yandex Brand;Yandex Ads;2946;158;3796
582;2024-05-25;YA_GENERIC;Yandex Generic;Yandex Ads;5775;235;7471
583;2024-05-25;VK_RETARGET;VK Retargeting;VK Ads;15075;144;2621
584;2024-05-25;TG_LOCAL;Telegram Chelyabinsk;Telegram;6575;117;1857
585;2024-05-26;YA_BRAND;Yandex Brand;Yandex Ads;2861;159;3623
586;2024-05-26;YA_GENERIC;Yandex Generic;Yandex Ads;5154;214;6839
587;2024-05-26;VK_RETARGET;VK Retargeting;VK Ads;15006;145;2827
588;2024-05-26;TG_LOCAL;Telegram Chelyabinsk;Telegram;4910;93;1556
589;2024-05-27;YA_BRAND;Yandex Brand;Yandex Ads;3085;164;3743
590;2024-05-27;YA_GENERIC;Yandex Generic;Yandex Ads;5236;228;6753
591;2024-05-27;VK_RETARGET;VK Retargeting;VK Ads;18664;194;3473
592;2024-05-27;TG_LOCAL;Telegram Chelyabinsk;Telegram;6726;120;2050
593;2024-05-28;YA_BRAND;Yandex Brand;Yandex Ads;2821;159;4054
594;2024-05-28;YA_GENERIC;Yandex Generic;Yandex Ads;5911;245;8037
595;2024-05-28;VK_RETARGET;VK Retargeting;VK Ads;18594;192;3509
596;2024-05-28;TG_LOCAL;Telegram Chelyabinsk;Telegram;6410;111;1809
597;2024-05-29;YA_BRAND;Yandex Brand;Yandex Ads;3504;198;4622
598;2024-05-29;YA_GENERIC;Yandex Generic;Yandex Ads;6114;245;7550
599;2024-05-29;VK_RETARGET;VK Retargeting;VK Ads;17598;176;3311
600;2024-05-29;TG_LOCAL;Telegram Chelyabinsk;Telegram;6586;119;1929
601;2024-05-30;YA_BRAND;Yandex Brand;Yandex Ads;2990;169;4016
602;2024-05-30;YA_GENERIC;Yandex Generic;Yandex Ads;6218;264;7900
603;2024-05-30;VK_RETARGET;VK Retargeting;VK Ads;16898;164;3008
604;2024-05-30;TG_LOCAL;Telegram Chelyabinsk;Telegram;6623;122;2064
605;2024-05-31;YA_BRAND;Yandex Brand;Yandex Ads;3386;184;4216
606;2024-05-31;YA_GENERIC;Yandex Generic;Yandex Ads;6519;271;8417
607;2024-05-31;VK_RETARGET;VK Retargeting;VK Ads;15972;160;3217
608;2024-05-31;TG_LOCAL;Telegram Chelyabinsk;Telegram;6099;110;1798
609;2024-06-01;YA_BRAND;Yandex Brand;Yandex Ads;2765;146;3611
610;2024-06-01;YA_GENERIC;Yandex Generic;Yandex Ads;5860;259;7736
611;2024-06-01;VK_RETARGET;VK Retargeting;VK Ads;14947;150;2986
612;2024-06-01;TG_LOCAL;Telegram Chelyabinsk;Telegram;4973;91;1653
613;2024-06-02;YA_BRAND;Yandex Brand;Yandex Ads;2466;140;3346
614;2024-06-02;YA_GENERIC;Yandex Generic;Yandex Ads;5338;218;7052
615;2024-06-02;VK_RETARGET;VK Retargeting;VK Ads;14894;143;2765
616;2024-06-02;TG_LOCAL;Telegram Chelyabinsk;Telegram;6435;113;1862
617;2024-06-03;YA_BRAND;Yandex Brand;Yandex Ads;3107;172;4146
618;2024-06-03;YA_GENERIC;Yandex Generic;Yandex Ads;6383;275;8315
619;2024-06-03;VK_RETARGET;VK Retargeting;VK Ads;19427;193;3718
620;2024-06-03;TG_LOCAL;Telegram Chelyabinsk;Telegram;7176;128;2135
621;2024-06-04;YA_BRAND;Yandex Brand;Yandex Ads;3102;170;4181
622;2024-06-04;YA_GENERIC;Yandex Generic;Yandex Ads;6354;263;8061
623;2024-06-04;VK_RETARGET;VK Retargeting;VK Ads;20266;200;3805
624;2024-06-04;TG_LOCAL;Telegram Chelyabinsk;Telegram;6210;110;1939
625;2024-06-05;YA_BRAND;Yandex Brand;Yandex Ads;3327;192;4767
626;2024-06-05;YA_GENERIC;Yandex Generic;Yandex Ads;5235;231;7057
627;2024-06-05;VK_RETARGET;VK Retargeting;VK Ads;17472;173;3536
628;2024-06-05;TG_LOCAL;Telegram Chelyabinsk;Telegram;6704;124;2050
629;2024-06-06;YA_BRAND;Yandex Brand;Yandex Ads;2862;164;3958
630;2024-06-06;YA_GENERIC;Yandex Generic;Yandex Ads;6399;262;8192
631;2024-06-06;VK_RETARGET;VK Retargeting;VK Ads;15834;163;3055
632;2024-06-06;TG_LOCAL;Telegram Chelyabinsk;Telegram;7015;126;2103
633;2024-06-07;YA_BRAND;Yandex Brand;Yandex Ads;3218;183;4264
634;2024-06-07;YA_GENERIC;Yandex Generic;Yandex Ads;5924;258;8061
635;2024-06-07;VK_RETARGET;VK Retargeting;VK Ads;16243;165;3334
636;2024-06-07;TG_LOCAL;Telegram Chelyabinsk;Telegram;6726;123;2212
637;2024-06-08;YA_BRAND;Yandex Brand;Yandex Ads;3333;178;4200
638;2024-06-08;YA_GENERIC;Yandex Generic;Yandex Ads;5605;236;7407
639;2024-06-08;VK_RETARGET;VK Retargeting;VK Ads;16959;167;3330
640;2024-06-08;TG_LOCAL;Telegram Chelyabinsk;Telegram;6738;116;1880
641;2024-06-09;YA_BRAND;Yandex Brand;Yandex Ads;2651;149;3361
642;2024-06-09;YA_GENERIC;Yandex Generic;Yandex Ads;5176;224;6822
643;2024-06-09;VK_RETARGET;VK Retargeting;VK Ads;16967;176;3357
644;2024-06-09;TG_LOCAL;Telegram Chelyabinsk;Telegram;5425;99;1665
645;2024-06-10;YA_BRAND;Yandex Brand;Yandex Ads;3499;191;4523
646;2024-06-10;YA_GENERIC;Yandex Generic;Yandex Ads;6238;275;8586
647;2024-06-10;VK_RETARGET;VK Retargeting;VK Ads;18582;179;3539
648;2024-06-10;TG_LOCAL;Telegram Chelyabinsk;Telegram;6830;125;2135
649;2024-06-11;YA_BRAND;Yandex Brand;Yandex Ads;3696;197;4718
650;2024-06-11;YA_GENERIC;Yandex Generic;Yandex Ads;5560;244;7896
651;2024-06-11;VK_RETARGET;VK Retargeting;VK Ads;16470;165;3350
652;2024-06-11;TG_LOCAL;Telegram Chelyabinsk;Telegram;6267;118;2026
653;2024-06-12;YA_BRAND;Yandex Brand;Yandex Ads;2924;167;3923
654;2024-06-12;YA_GENERIC;Yandex Generic;Yandex Ads;6647;285;8595
655;2024-06-12;VK_RETARGET;VK Retargeting;VK Ads;17382;177;3157
656;2024-06-12;TG_LOCAL;Telegram Chelyabinsk;Telegram;6259;116;2127
657;2024-06-13;YA_BRAND;Yandex Brand;Yandex Ads;3641;203;4718
658;2024-06-13;YA_GENERIC;Yandex Generic;Yandex Ads;5227;230;7126
659;2024-06-13;VK_RETARGET;VK Retargeting;VK Ads;17091;174;3310
660;2024-06-13;TG_LOCAL;Telegram Chelyabinsk;Telegram;6023;105;1832
661;2024-06-14;YA_BRAND;Yandex Brand;Yandex Ads;2869;163;4171
662;2024-06-14;YA_GENERIC;Yandex Generic;Yandex Ads;6306;259;7620
663;2024-06-14;VK_RETARGET;VK Retargeting;VK Ads;17267;174;3446
664;2024-06-14;TG_LOCAL;Telegram Chelyabinsk;Telegram;5797;109;1964
665;2024-06-15;YA_BRAND;Yandex Brand;Yandex Ads;2931;169;4136
666;2024-06-15;YA_GENERIC;Yandex Generic;Yandex Ads;4803;198;6280
667;2024-06-15;VK_RETARGET;VK Retargeting;VK Ads;16592;169;3282
