payment_id;order_id;payment_datetime;payment_method;payment_status;failure_reason;amount
1101519;701519;2024-03-15 11:44:29;Банковская карта;successful;;15280
1101520;701520;2024-03-15 18:36:58;СБП;successful;;37567
1101521;701521;2024-03-16 17:49:07;Банковская карта;successful;;35490
1101522;701522;2024-03-16 17:54:36;СБП;successful;;35345
1101523;701523;2024-03-16 14:44:59;Наличными при получении;refunded;;9085
1101524;701524;2024-03-16 19:19:57;Банковская карта;successful;;2620
1101525;701525;2024-03-16 20:45:21;Банковская карта;successful;;31181
1101526;701526;2024-03-16 14:43:02;ЮMoney;successful;;75725
1101527;701527;2024-03-16 10:11:27;СБП;successful;;1349
1101528;701528;2024-03-16 09:22:37;Банковская карта;successful;;18340
1101529;701529;2024-03-16 15:21:08;Банковская карта;successful;;50917
1101530;701530;2024-03-16 11:26:57;Банковская карта;successful;;12525
1101531;701531;2024-03-16 11:12:22;СБП;successful;;42990
1101532;701532;2024-03-16 17:07:29;Наличными при получении;successful;;3035
1101533;701533;2024-03-16 14:36:27;СБП;refunded;;9301
1101534;701534;2024-03-16 14:46:39;СБП;successful;;110990
1101535;701535;2024-03-16 14:59:56;СБП;successful;;7957
1101536;701536;2024-03-16 15:21:14;Банковская карта;successful;;25835
1101537;701537;2024-03-16 15:19:17;Наличными при получении;successful;;22380
1101538;701538;2024-03-16 16:30:52;СБП;successful;;66791
1101539;701539;2024-03-16 16:33:23;СБП;successful;;10007
1101540;701540;2024-03-17 15:29:58;Банковская карта;successful;;10341
1101541;701541;2024-03-17 18:09:27;Банковская карта;successful;;29301
1101542;701542;2024-03-17 21:56:02;Банковская карта;successful;;37900
1101543;701543;2024-03-17 19:19:04;СБП;successful;;743
1101544;701544;2024-03-17 12:19:06;Банковская карта;successful;;7090
1101545;701545;2024-03-17 23:30:02;Наличными при получении;successful;;8080
1101546;701546;2024-03-17 17:46:37;ЮMoney;successful;;72507
1101547;701547;2024-03-17 19:50:41;СБП;successful;;18329
1101548;701548;2024-03-17 11:37:55;Банковская карта;failed;Отклонено банком;11247
1101549;701549;2024-03-17 14:00:30;Банковская карта;successful;;129380
1101550;701550;2024-03-17 19:06:21;Банковская карта;failed;Пользователь отменил оплату;8017
1101551;701551;2024-03-17 15:57:37;Наличными при получении;successful;;2800
1101552;701552;2024-03-17 18:58:52;Наличными при получении;successful;;2840
1101553;701553;2024-03-17 19:16:11;Банковская карта;successful;;41867
1101554;701554;2024-03-17 14:03:29;СБП;successful;;7116
1101555;701555;2024-03-17 22:24:49;СБП;successful;;86783
1101556;701556;2024-03-17 19:31:00;ЮMoney;successful;;20955
1101557;701557;2024-03-17 16:44:01;Банковская карта;successful;;78718
1101558;701558;2024-03-17 18:36:03;Банковская карта;refunded;Заказ отменён клиентом после оплаты;681
1101559;701559;2024-03-17 23:34:09;Банковская карта;successful;;3917
1101560;701560;2024-03-17 16:52:51;Банковская карта;successful;;2340
1101561;701561;2024-03-17 20:09:40;Банковская карта;failed;Ошибка платёжного шлюза;2680
1101562;701562;2024-03-17 15:35:49;Банковская карта;successful;;4430
1101563;701563;2024-03-17 14:18:05;Банковская карта;successful;;2115
1101564;701564;2024-03-17 11:11:19;Наличными при получении;successful;;36090
1101565;701565;2024-03-17 17:48:18;Банковская карта;successful;;1857
1101566;701566;2024-03-18 15:17:12;СБП;successful;;53556
1101567;701567;2024-03-18 22:27:05;Банковская карта;successful;;25589
1101568;701568;2024-03-18 14:30:47;ЮMoney;successful;;25300
1101569;701569;2024-03-18 16:48:42;СБП;successful;;615
1101570;701570;2024-03-18 23:01:53;Банковская карта;successful;;19466
1101571;701571;2024-03-18 14:04:55;ЮMoney;successful;;85345
1101572;701572;2024-03-18 17:09:46;ЮMoney;successful;;70790
1101573;701573;2024-03-18 08:43:27;Банковская карта;failed;Пользователь отменил оплату;83990
1101574;701574;2024-03-18 15:32:59;СБП;failed;Отклонено банком;81281
1101575;701575;2024-03-18 19:02:10;Банковская карта;successful;;110680
1101576;701576;2024-03-18 21:45:06;Наличными при получении;successful;;7090
1101577;701577;2024-03-18 15:06:34;СБП;successful;;7835
1101578;701578;2024-03-18 12:27:49;Банковская карта;successful;;781
1101579;701579;2024-03-18 14:19:13;Банковская карта;successful;;4870
1101580;701580;2024-03-18 23:37:22;Банковская карта;refunded;;95885
1101581;701581;2024-03-18 19:00:33;Наличными при получении;successful;;3675
1101582;701582;2024-03-18 11:43:52;СБП;successful;;6036
1101583;701583;2024-03-18 16:35:55;СБП;successful;;29480
1101584;701584;2024-03-18 10:14:45;Банковская карта;refunded;Заказ отменён клиентом после оплаты;121189
1101585;701585;2024-03-18 16:26:59;СБП;refunded;;2155
1101586;701586;2024-03-18 18:45:22;СБП;successful;;42771
1101587;701587;2024-03-18 13:10:33;Банковская карта;successful;;11691
1101588;701588;2024-03-18 14:23:42;Банковская карта;successful;;66001
1101589;701589;2024-03-18 15:32:53;Банковская карта;successful;;7245
1101590;701590;2024-03-18 16:52:09;Банковская карта;successful;;2229
1101591;701591;2024-03-18 15:35:15;СБП;failed;Недостаточно средств;43985
1101592;701592;2024-03-18 21:12:41;Банковская карта;successful;;42567
1101593;701593;2024-03-18 20:45:39;Рассрочка;successful;;20626
1101594;701594;2024-03-18 21:15:16;СБП;failed;Отклонено банком;49495
1101595;701595;2024-03-18 17:01:00;Наличными при получении;failed;Ошибка платёжного шлюза;10639
1101596;701596;2024-03-18 08:18:35;Наличными при получении;successful;;25729
1101597;701597;2024-03-19 08:15:33;ЮMoney;successful;;1935
1101598;701598;2024-03-19 16:04:41;Банковская карта;successful;;20941
1101599;701599;2024-03-19 19:07:08;СБП;successful;;12345
1101600;701600;2024-03-19 16:26:00;СБП;successful;;4580
1101601;701601;2024-03-19 18:00:32;Банковская карта;successful;;27681
1101602;701602;2024-03-19 13:46:27;СБП;successful;;56506
1101603;701603;2024-03-19 13:43:57;Рассрочка;successful;;4790
1101604;701604;2024-03-19 20:56:26;СБП;successful;;23090
1101605;701605;2024-03-19 13:18:36;СБП;successful;;65440
1101606;701606;2024-03-19 14:55:25;Рассрочка;successful;;29630
1101607;701607;2024-03-19 22:09:28;Банковская карта;successful;;863
1101608;701608;2024-03-19 22:15:32;СБП;successful;;1706
1101609;701609;2024-03-19 22:23:21;СБП;successful;;27980
1101610;701610;2024-03-19 21:33:59;СБП;successful;;1208
1101611;701611;2024-03-19 21:50:49;СБП;successful;;105218
1101612;701612;2024-03-19 14:50:24;Банковская карта;refunded;Заказ отменён клиентом после оплаты;11490
1101613;701613;2024-03-19 18:35:11;СБП;refunded;;11816
1101614;701614;2024-03-19 21:47:21;Банковская карта;successful;;18790
1101615;701615;2024-03-19 16:07:48;СБП;successful;;7480
1101616;701616;2024-03-19 16:10:38;Банковская карта;successful;;32848
1101617;701617;2024-03-19 16:04:40;Банковская карта;successful;;41780
1101618;701618;2024-03-19 14:00:20;СБП;successful;;21567
1101619;701619;2024-03-19 22:17:37;СБП;refunded;Заказ отменён клиентом после оплаты;9891
1101620;701620;2024-03-20 16:04:53;Банковская карта;successful;;61861
1101621;701621;2024-03-20 20:51:46;Банковская карта;successful;;71685
1101622;701622;2024-03-20 20:47:03;Наличными при получении;successful;;46967
1101623;701623;2024-03-20 14:10:02;Банковская карта;refunded;;13180
1101624;701624;2024-03-20 21:10:50;СБП;failed;Пользователь отменил оплату;2735
1101625;701625;2024-03-20 18:20:10;Наличными при получении;successful;;2668
1101626;701626;2024-03-20 14:56:39;Рассрочка;successful;;86990
1101627;701627;2024-03-20 19:46:40;Банковская карта;successful;;4380
1101628;701628;2024-03-20 14:21:57;Банковская карта;successful;;43825
1101629;701629;2024-03-20 19:25:54;Банковская карта;successful;;19117
1101630;701630;2024-03-20 15:26:01;Банковская карта;successful;;18990
1101631;701631;2024-03-20 12:33:47;Банковская карта;successful;;12571
1101632;701632;2024-03-20 15:59:08;Банковская карта;successful;;40730
1101633;701633;2024-03-20 18:14:51;Наличными при получении;failed;Недостаточно средств;3880
1101634;701634;2024-03-20 20:40:58;СБП;successful;;31490
1101635;701635;2024-03-20 18:05:10;СБП;successful;;43690
1101636;701636;2024-03-20 21:15:36;Банковская карта;failed;Недостаточно средств;84657
1101637;701637;2024-03-20 15:51:23;СБП;successful;;83790
1101638;701638;2024-03-20 13:42:24;Банковская карта;successful;;797
1101639;701639;2024-03-20 16:26:31;Наличными при получении;successful;;21387
1101640;701640;2024-03-20 20:26:27;Банковская карта;failed;Пользователь отменил оплату;27674
1101641;701641;2024-03-20 17:39:27;Банковская карта;refunded;;10410
1101642;701642;2024-03-20 14:41:35;СБП;successful;;25045
1101643;701643;2024-03-20 16:52:42;Банковская карта;successful;;53835
1101644;701644;2024-03-20 14:42:27;Банковская карта;successful;;45301
1101645;701645;2024-03-20 17:33:11;Банковская карта;successful;;17567
1101646;701646;2024-03-20 14:21:13;Банковская карта;successful;;74582
1101647;701647;2024-03-20 20:06:37;Наличными при получении;successful;;19140
1101648;701648;2024-03-20 16:14:28;Рассрочка;successful;;7997
1101649;701649;2024-03-20 18:59:51;СБП;successful;;41056
1101650;701650;2024-03-20 14:45:36;СБП;successful;;11790
1101651;701651;2024-03-20 15:29:57;Банковская карта;successful;;114257
1101652;701652;2024-03-20 18:12:30;Рассрочка;failed;Ошибка платёжного шлюза;3345
1101653;701653;2024-03-20 17:15:30;Банковская карта;successful;;19680
1101654;701654;2024-03-21 12:42:56;Наличными при получении;successful;;12490
1101655;701655;2024-03-21 18:04:32;Банковская карта;successful;;7590
1101656;701656;2024-03-21 18:15:38;Наличными при получении;successful;;71238
1101657;701657;2024-03-21 17:14:43;СБП;successful;;69090
1101658;701658;2024-03-21 20:42:55;Банковская карта;successful;;34895
1101659;701659;2024-03-21 16:13:41;Рассрочка;failed;Пользователь отменил оплату;9480
1101660;701660;2024-03-21 23:56:56;ЮMoney;successful;;175280
1101661;701661;2024-03-21 17:51:41;Наличными при получении;successful;;106740
1101662;701662;2024-03-21 20:50:41;СБП;successful;;4680
1101663;701663;2024-03-21 15:56:38;Наличными при получении;successful;;30480
1101664;701664;2024-03-21 21:57:49;Банковская карта;successful;;19790
1101665;701665;2024-03-21 18:03:38;СБП;successful;;39790
1101666;701666;2024-03-21 15:17:32;СБП;successful;;32540
1101667;701667;2024-03-21 20:02:02;СБП;successful;;51635
1101668;701668;2024-03-21 12:43:33;Наличными при получении;successful;;18144
1101669;701669;2024-03-21 14:45:45;Банковская карта;successful;;10957
1101670;701670;2024-03-21 16:06:50;Банковская карта;successful;;4090
1101671;701671;2024-03-21 21:46:16;СБП;successful;;10917
1101672;701672;2024-03-21 19:51:56;Банковская карта;refunded;Заказ отменён клиентом после оплаты;8674
1101673;701673;2024-03-22 10:33:49;СБП;successful;;51801
1101674;701674;2024-03-22 15:56:30;СБП;successful;;8980
1101675;701675;2024-03-22 17:06:41;ЮMoney;successful;;90735
1101676;701676;2024-03-22 19:00:17;Наличными при получении;successful;;108790
1101677;701677;2024-03-22 16:35:49;Банковская карта;successful;;7134
1101678;701678;2024-03-22 19:32:39;Банковская карта;successful;;29080
1101679;701679;2024-03-22 21:05:21;Банковская карта;successful;;35345
1101680;701680;2024-03-22 13:45:31;Банковская карта;successful;;12025
1101681;701681;2024-03-22 11:00:24;Банковская карта;successful;;29731
1101682;701682;2024-03-22 11:29:35;Банковская карта;failed;Отклонено банком;33741
1101683;701683;2024-03-22 13:50:59;СБП;successful;;37129
1101684;701684;2024-03-22 23:04:53;СБП;successful;;49939
1101685;701685;2024-03-22 22:01:28;СБП;successful;;57015
1101686;701686;2024-03-22 18:56:37;СБП;successful;;900
1101687;701687;2024-03-22 21:33:14;СБП;successful;;46132
1101688;701688;2024-03-22 23:50:49;СБП;successful;;17610
1101689;701689;2024-03-22 22:50:09;Банковская карта;successful;;31429
1101690;701690;2024-03-22 14:41:24;Рассрочка;successful;;34285
1101691;701691;2024-03-22 11:48:35;Рассрочка;successful;;77567
1101692;701692;2024-03-23 16:08:23;Банковская карта;refunded;;19980
1101693;701693;2024-03-23 12:11:22;Банковская карта;successful;;25922
1101694;701694;2024-03-23 21:11:46;Банковская карта;successful;;41591
1101695;701695;2024-03-23 21:57:18;Банковская карта;successful;;88305
1101696;701696;2024-03-23 23:01:08;Банковская карта;refunded;Заказ отменён клиентом после оплаты;104300
1101697;701697;2024-03-23 12:32:31;Банковская карта;failed;Недостаточно средств;5380
1101698;701698;2024-03-23 17:44:50;Банковская карта;successful;;101201
1101699;701699;2024-03-23 10:12:14;Наличными при получении;successful;;40567
1101700;701700;2024-03-23 21:17:08;Банковская карта;successful;;70795
1101701;701701;2024-03-23 14:28:50;ЮMoney;successful;;32090
1101702;701702;2024-03-23 22:53:05;Банковская карта;successful;;39866
1101703;701703;2024-03-23 16:39:50;Рассрочка;successful;;30482
1101704;701704;2024-03-23 15:23:28;Банковская карта;successful;;82537
1101705;701705;2024-03-23 09:43:28;Банковская карта;successful;;46341
1101706;701706;2024-03-23 08:09:17;Банковская карта;failed;Недостаточно средств;2310
1101707;701707;2024-03-23 10:41:54;Банковская карта;successful;;89480
1101708;701708;2024-03-23 15:36:06;СБП;successful;;41153
1101709;701709;2024-03-23 14:45:51;СБП;successful;;1611
1101710;701710;2024-03-23 14:45:40;ЮMoney;successful;;3264
1101711;701711;2024-03-23 15:50:54;Наличными при получении;successful;;68680
1101712;701712;2024-03-24 18:11:02;СБП;successful;;7990
1101713;701713;2024-03-24 11:00:51;СБП;failed;Недостаточно средств;7506
1101714;701714;2024-03-24 15:49:57;СБП;refunded;Заказ отменён клиентом после оплаты;35835
1101715;701715;2024-03-24 17:40:36;СБП;successful;;32294
1101716;701716;2024-03-24 14:20:30;Банковская карта;successful;;37790
1101717;701717;2024-03-24 14:31:07;Банковская карта;successful;;18935
1101718;701718;2024-03-24 18:29:59;Банковская карта;successful;;32875
1101719;701719;2024-03-24 18:56:08;СБП;successful;;1635
1101720;701720;2024-03-24 18:18:30;Банковская карта;successful;;1835
1101721;701721;2024-03-24 16:17:58;СБП;successful;;68990
1101722;701722;2024-03-24 09:05:56;СБП;successful;;34490
1101723;701723;2024-03-24 10:33:38;Банковская карта;successful;;126074
1101724;701724;2024-03-24 21:23:17;СБП;failed;Ошибка платёжного шлюза;114180
1101725;701725;2024-03-24 16:04:52;Банковская карта;successful;;72935
1101726;701726;2024-03-24 13:31:49;СБП;failed;Недостаточно средств;1831
1101727;701727;2024-03-24 15:24:56;Рассрочка;successful;;14567
1101728;701728;2024-03-24 13:40:32;Наличными при получении;refunded;Заказ отменён клиентом после оплаты;40452
1101729;701729;2024-03-24 13:35:09;Рассрочка;refunded;;33790
1101730;701730;2024-03-24 13:12:48;Банковская карта;successful;;1990
1101731;701731;2024-03-24 15:30:05;СБП;successful;;20157
1101732;701732;2024-03-24 19:15:39;Банковская карта;successful;;1731
1101733;701733;2024-03-24 23:22:36;Рассрочка;successful;;66280
1101734;701734;2024-03-24 20:58:55;ЮMoney;successful;;53680
1101735;701735;2024-03-24 20:25:30;СБП;successful;;65380
1101736;701736;2024-03-24 09:53:40;Банковская карта;successful;;25194
1101737;701737;2024-03-26 00:02:03;СБП;successful;;25580
1101738;701738;2024-03-25 16:46:53;Рассрочка;failed;Недостаточно средств;26956
1101739;701739;2024-03-25 18:28:03;Банковская карта;successful;;3157
1101740;701740;2024-03-25 20:45:48;Банковская карта;successful;;13279
1101741;701741;2024-03-25 17:06:38;Рассрочка;successful;;6345
1101742;701742;2024-03-25 17:03:27;СБП;successful;;78790
1101743;701743;2024-03-25 20:54:21;Наличными при получении;successful;;6745
1101744;701744;2024-03-25 08:46:52;Банковская карта;successful;;8091
1101745;701745;2024-03-25 18:41:14;СБП;successful;;55468
1101746;701746;2024-03-25 22:08:27;Наличными при получении;successful;;33789
1101747;701747;2024-03-25 12:35:52;Банковская карта;successful;;42969
1101748;701748;2024-03-25 22:24:49;Банковская карта;successful;;8380
1101749;701749;2024-03-25 14:09:47;Рассрочка;successful;;20920
1101750;701750;2024-03-25 20:10:11;Банковская карта;successful;;1154
1101751;701751;2024-03-25 11:25:11;Рассрочка;successful;;696
1101752;701752;2024-03-25 16:27:13;ЮMoney;successful;;36390
1101753;701753;2024-03-25 19:45:22;СБП;successful;;4080
1101754;701754;2024-03-25 21:52:28;Банковская карта;successful;;7480
1101755;701755;2024-03-25 12:56:30;СБП;successful;;35691
1101756;701756;2024-03-25 16:21:35;ЮMoney;successful;;17135
1101757;701757;2024-03-25 12:09:34;Наличными при получении;successful;;1595
1101758;701758;2024-03-25 21:59:31;Банковская карта;successful;;113280
1101759;701759;2024-03-25 21:15:29;ЮMoney;successful;;7360
1101760;701760;2024-03-25 18:54:51;СБП;successful;;105431
1101761;701761;2024-03-25 16:20:24;Банковская карта;failed;Ошибка платёжного шлюза;7037
1101762;701762;2024-03-25 15:27:43;Рассрочка;failed;Пользователь отменил оплату;4857
1101763;701763;2024-03-25 19:47:47;Банковская карта;successful;;11680
1101764;701764;2024-03-25 17:04:57;Банковская карта;successful;;5330
1101765;701765;2024-03-25 18:25:32;Банковская карта;successful;;40517
1101766;701766;2024-03-25 10:06:48;Рассрочка;successful;;18680
1101767;701767;2024-03-26 18:52:28;Банковская карта;successful;;17795
1101768;701768;2024-03-26 12:52:31;СБП;failed;Ошибка платёжного шлюза;11381
1101769;701769;2024-03-26 17:47:14;СБП;successful;;40345
1101770;701770;2024-03-26 20:52:51;Банковская карта;successful;;4570
1101771;701771;2024-03-26 13:32:05;Банковская карта;successful;;67185
1101772;701772;2024-03-26 17:10:50;Банковская карта;successful;;13340
1101773;701773;2024-03-26 18:55:18;Банковская карта;successful;;506
1101774;701774;2024-03-26 14:46:53;Банковская карта;failed;Недостаточно средств;2900
1101775;701775;2024-03-26 21:39:55;СБП;successful;;115224
1101776;701776;2024-03-26 20:06:13;СБП;successful;;1145
1101777;701777;2024-03-26 14:41:56;СБП;successful;;20980
1101778;701778;2024-03-26 14:20:23;СБП;successful;;2134
1101779;701779;2024-03-26 11:15:11;Банковская карта;successful;;31001
1101780;701780;2024-03-26 20:31:44;Банковская карта;successful;;18516
1101781;701781;2024-03-26 21:29:51;ЮMoney;successful;;38170
1101782;701782;2024-03-26 20:40:56;Банковская карта;successful;;1727
1101783;701783;2024-03-26 22:26:54;Банковская карта;successful;;100067
1101784;701784;2024-03-26 22:23:36;СБП;successful;;156580
1101785;701785;2024-03-26 16:02:59;ЮMoney;successful;;84490
1101786;701786;2024-03-26 21:06:20;Банковская карта;successful;;7125
1101787;701787;2024-03-26 10:30:57;Банковская карта;successful;;2345
1101788;701788;2024-03-26 10:24:43;Банковская карта;failed;Отклонено банком;64090
1101789;701789;2024-03-26 12:47:21;СБП;failed;Пользователь отменил оплату;44990
1101790;701790;2024-03-26 23:01:58;Банковская карта;successful;;19539
1101791;701791;2024-03-26 20:02:50;Банковская карта;successful;;35241
1101792;701792;2024-03-27 17:10:58;Банковская карта;failed;Ошибка платёжного шлюза;25895
1101793;701793;2024-03-27 16:26:57;Рассрочка;failed;Отклонено банком;93491
1101794;701794;2024-03-27 11:41:35;ЮMoney;successful;;65147
1101795;701795;2024-03-27 14:14:54;Банковская карта;successful;;55708
1101796;701796;2024-03-27 16:12:27;СБП;successful;;47679
1101797;701797;2024-03-27 11:29:53;Банковская карта;successful;;46637
1101798;701798;2024-03-27 16:44:39;ЮMoney;successful;;1183
1101799;701799;2024-03-27 09:56:01;Рассрочка;failed;Отклонено банком;560
1101800;701800;2024-03-27 15:43:08;СБП;successful;;66280
1101801;701801;2024-03-27 15:28:59;Банковская карта;successful;;69871
1101802;701802;2024-03-27 21:55:02;СБП;successful;;10341
1101803;701803;2024-03-27 21:25:51;Банковская карта;successful;;36670
1101804;701804;2024-03-27 10:25:50;СБП;refunded;Заказ отменён клиентом после оплаты;7480
1101805;701805;2024-03-27 09:44:26;Банковская карта;successful;;92464
1101806;701806;2024-03-27 15:02:46;Рассрочка;successful;;5480
1101807;701807;2024-03-27 21:18:01;Банковская карта;failed;Ошибка платёжного шлюза;39040
1101808;701808;2024-03-27 20:00:41;Банковская карта;successful;;24391
1101809;701809;2024-03-27 16:26:20;Банковская карта;refunded;Заказ отменён клиентом после оплаты;4480
1101810;701810;2024-03-27 22:15:53;Рассрочка;successful;;57201
1101811;701811;2024-03-28 22:35:57;Банковская карта;successful;;11990
1101812;701812;2024-03-28 13:26:01;Банковская карта;successful;;36580
1101813;701813;2024-03-28 15:07:39;Банковская карта;successful;;101780
1101814;701814;2024-03-28 10:51:59;СБП;refunded;Заказ отменён клиентом после оплаты;4531
1101815;701815;2024-03-28 22:42:15;СБП;failed;Недостаточно средств;66180
1101816;701816;2024-03-28 13:36:21;Банковская карта;successful;;1993
1101817;701817;2024-03-28 13:15:07;Банковская карта;successful;;69141
1101818;701818;2024-03-28 14:02:09;СБП;successful;;41565
1101819;701819;2024-03-28 22:25:47;Рассрочка;successful;;58600
1101820;701820;2024-03-28 18:24:04;Банковская карта;successful;;1490
1101821;701821;2024-03-28 17:46:24;Банковская карта;successful;;1416
1101822;701822;2024-03-28 14:18:40;СБП;successful;;1489
1101823;701823;2024-03-28 22:33:10;СБП;refunded;;2511
1101824;701824;2024-03-28 10:19:13;Наличными при получении;successful;;7990
1101825;701825;2024-03-28 14:06:41;СБП;successful;;65077
1101826;701826;2024-03-28 10:01:35;ЮMoney;successful;;566
1101827;701827;2024-03-28 09:16:37;Банковская карта;successful;;42345
1101828;701828;2024-03-29 00:08:26;ЮMoney;successful;;29993
1101829;701829;2024-03-28 14:39:51;Банковская карта;successful;;24289
1101830;701830;2024-03-28 12:45:48;СБП;successful;;45980
1101831;701831;2024-03-28 14:29:32;СБП;successful;;12825
1101832;701832;2024-03-28 11:07:18;Банковская карта;successful;;40511
1101833;701833;2024-03-29 15:34:32;Рассрочка;successful;;14480
1101834;701834;2024-03-29 14:18:17;Банковская карта;successful;;57239
1101835;701835;2024-03-29 12:54:55;Наличными при получении;successful;;11145
1101836;701836;2024-03-29 19:12:59;Банковская карта;successful;;9089
1101837;701837;2024-03-29 18:20:01;Рассрочка;successful;;84057
1101838;701838;2024-03-29 13:38:34;Банковская карта;successful;;2690
1101839;701839;2024-03-29 18:31:19;СБП;successful;;1191
1101840;701840;2024-03-29 17:54:58;СБП;successful;;2345
1101841;701841;2024-03-29 10:36:53;СБП;successful;;7686
1101842;701842;2024-03-29 15:36:41;Наличными при получении;successful;;13330
1101843;701843;2024-03-29 11:15:06;Наличными при получении;successful;;6780
1101844;701844;2024-03-29 17:11:43;Банковская карта;successful;;34780
1101845;701845;2024-03-29 21:01:43;СБП;successful;;7456
1101846;701846;2024-03-29 09:18:27;Банковская карта;successful;;34640
1101847;701847;2024-03-29 15:42:44;Банковская карта;successful;;42567
1101848;701848;2024-03-29 15:16:14;Банковская карта;successful;;2480
1101849;701849;2024-03-29 11:27:11;Банковская карта;successful;;31030
1101850;701850;2024-03-29 15:19:02;Рассрочка;successful;;15380
1101851;701851;2024-03-29 21:12:34;Наличными при получении;successful;;109166
1101852;701852;2024-03-29 15:48:52;СБП;successful;;62457
1101853;701853;2024-03-29 16:21:06;СБП;successful;;1302
1101854;701854;2024-03-30 22:51:57;Банковская карта;successful;;34179
1101855;701855;2024-03-30 15:20:50;Банковская карта;successful;;47511
1101856;701856;2024-03-30 15:40:04;СБП;successful;;35402
1101857;701857;2024-03-30 17:32:12;СБП;successful;;46627
1101858;701858;2024-03-30 13:07:42;Банковская карта;successful;;16689
1101859;701859;2024-03-30 19:02:04;СБП;successful;;12356
1101860;701860;2024-03-30 13:38:08;Банковская карта;successful;;107665
1101861;701861;2024-03-30 17:42:00;Банковская карта;successful;;2054
1101862;701862;2024-03-30 11:55:47;Наличными при получении;successful;;798
1101863;701863;2024-03-30 12:17:14;СБП;refunded;;2735
1101864;701864;2024-03-30 16:22:19;Рассрочка;successful;;24810
1101865;701865;2024-03-30 10:12:22;Банковская карта;successful;;127990
1101866;701866;2024-03-30 14:30:20;Рассрочка;failed;Ошибка платёжного шлюза;20480
1101867;701867;2024-03-30 11:55:41;Банковская карта;successful;;3330
1101868;701868;2024-03-30 22:35:56;Банковская карта;successful;;102756
1101869;701869;2024-03-30 14:59:07;СБП;successful;;1127
1101870;701870;2024-03-30 15:51:20;Рассрочка;successful;;1574
1101871;701871;2024-03-30 21:22:50;Банковская карта;failed;Пользователь отменил оплату;8021
1101872;701872;2024-03-30 14:44:14;Наличными при получении;successful;;78128
1101873;701873;2024-03-30 19:59:07;СБП;successful;;85567
1101874;701874;2024-03-30 15:16:35;СБП;successful;;65900
1101875;701875;2024-03-30 17:22:40;СБП;successful;;18689
1101876;701876;2024-03-30 15:38:47;ЮMoney;successful;;3330
1101877;701877;2024-03-31 16:10:01;СБП;successful;;89540
1101878;701878;2024-03-31 16:53:05;Банковская карта;successful;;2654
1101879;701879;2024-03-31 16:27:31;Банковская карта;successful;;37191
1101880;701880;2024-03-31 21:28:57;Банковская карта;successful;;17300
1101881;701881;2024-03-31 13:53:36;СБП;successful;;114550
1101882;701882;2024-03-31 14:27:27;Банковская карта;successful;;8206
1101883;701883;2024-03-31 17:51:39;СБП;successful;;73567
1101884;701884;2024-03-31 13:54:56;Банковская карта;successful;;7090
1101885;701885;2024-03-31 11:38:32;Банковская карта;successful;;3780
1101886;701886;2024-03-31 21:07:54;Банковская карта;successful;;104247
1101887;701887;2024-03-31 20:00:29;Наличными при получении;successful;;25735
1101888;701888;2024-03-31 15:55:10;СБП;successful;;26506
1101889;701889;2024-03-31 21:54:29;Наличными при получении;refunded;Заказ отменён клиентом после оплаты;7830
1101890;701890;2024-03-31 17:00:16;СБП;successful;;12057
1101891;701891;2024-03-31 21:38:24;Рассрочка;successful;;5580
1101892;701892;2024-03-31 08:50:48;СБП;successful;;28229
1101893;701893;2024-03-31 19:58:54;Банковская карта;successful;;32580
1101894;701894;2024-03-31 19:45:45;Банковская карта;successful;;7356
1101895;701895;2024-03-31 14:18:08;Банковская карта;refunded;;41217
1101896;701896;2024-03-31 14:33:08;СБП;successful;;42090
1101897;701897;2024-03-31 19:57:17;Банковская карта;successful;;18735
1101898;701898;2024-03-31 16:30:28;Наличными при получении;successful;;114057
1101899;701899;2024-03-31 14:28:22;Банковская карта;successful;;32611
1101900;701900;2024-03-31 19:12:30;Банковская карта;successful;;57080
1101901;701901;2024-03-31 18:44:10;Рассрочка;successful;;19107
1101902;701902;2024-04-01 19:32:20;Банковская карта;successful;;67040
1101903;701903;2024-04-01 20:20:44;СБП;successful;;989
1101904;701904;2024-04-01 17:02:57;Банковская карта;successful;;33401
1101905;701905;2024-04-01 20:25:42;СБП;successful;;26468
1101906;701906;2024-04-01 21:17:00;Наличными при получении;successful;;5080
1101907;701907;2024-04-01 18:18:42;Банковская карта;refunded;Заказ отменён клиентом после оплаты;18325
1101908;701908;2024-04-01 10:09:17;СБП;successful;;69990
1101909;701909;2024-04-01 12:53:54;Банковская карта;successful;;7490
1101910;701910;2024-04-01 14:32:45;Банковская карта;successful;;25028
1101911;701911;2024-04-01 18:36:51;СБП;successful;;7735
1101912;701912;2024-04-01 21:03:41;Банковская карта;successful;;35880
1101913;701913;2024-04-01 12:16:12;СБП;successful;;33926
1101914;701914;2024-04-01 13:30:18;Банковская карта;successful;;4339
1101915;701915;2024-04-01 10:30:14;Банковская карта;successful;;12081
1101916;701916;2024-04-01 12:37:37;СБП;successful;;41345
1101917;701917;2024-04-01 19:18:56;Банковская карта;successful;;51404
1101918;701918;2024-04-01 15:40:46;Банковская карта;successful;;113157
1101919;701919;2024-04-01 12:48:10;СБП;successful;;25924
1101920;701920;2024-04-01 15:24:59;СБП;successful;;140370
1101921;701921;2024-04-01 21:46:26;ЮMoney;successful;;86825
1101922;701922;2024-04-01 14:41:43;СБП;successful;;1695
