order_id;customer_id;session_id;order_datetime;order_status;delivery_type;delivery_city;gross_amount;discount_amount;delivery_fee;final_amount
701650;204761;5023651;2024-03-20 14:35:36;completed;Курьер;Челябинск;11790;0;0;11790
701651;;5023661;2024-03-20 15:18:57;completed;СДЭК;Миасс;113567;0;690;114257
701652;203165;5023678;2024-03-20 18:00:30;payment_failed;Самовывоз;Пермь;3345;0;0;3345
701653;200598;5023682;2024-03-20 17:05:30;completed;СДЭК;Москва;19090;0;590;19680
701654;208604;5023715;2024-03-21 12:41:56;completed;Самовывоз;Магнитогорск;12490;0;0;12490
701655;;5023717;2024-03-21 17:58:32;completed;Самовывоз;Челябинск;7990;400;0;7590
701656;200246;5023753;2024-03-21 18:07:38;completed;СДЭК;Екатеринбург;75147;4499;590;71238
701657;200870;5023774;2024-03-21 17:13:43;completed;Курьер;Челябинск;69090;0;0;69090
701658;206402;5023805;2024-03-21 20:35:55;completed;Почта России;Пермь;34345;0;550;34895
701659;;5023856;2024-03-21 16:06:41;payment_failed;СДЭК;Челябинск;8990;0;490;9480
701660;209545;5023896;2024-03-21 23:53:56;completed;Самовывоз;Челябинск;175280;0;0;175280
701661;206541;5023902;2024-03-21 17:47:41;completed;Почта России;Копейск;111990;5600;350;106740
701662;206158;5023905;2024-03-21 20:49:41;completed;Курьер;Уфа;4090;0;590;4680
701663;202076;5023932;2024-03-21 15:54:38;completed;СДЭК;Челябинск;29990;0;490;30480
701664;;5023971;2024-03-21 21:55:49;completed;Самовывоз;Казань;19790;0;0;19790
701665;;5023992;2024-03-21 17:58:38;completed;Курьер;Челябинск;39790;0;0;39790
701666;203212;5023994;2024-03-21 15:09:32;completed;Почта России;Челябинск;32090;0;450;32540
701667;204946;5023999;2024-03-21 19:58:02;completed;СДЭК;Миасс;52769;1624;490;51635
701668;200413;5024005;2024-03-21 12:38:33;completed;Курьер;Курган;19090;1336;390;18144
701669;200480;5024007;2024-03-21 14:39:45;completed;Курьер;Нижневартовск;10567;0;390;10957
701670;207711;5024009;2024-03-21 15:54:50;completed;СДЭК;Оренбург;3790;190;490;4090
701671;203189;5024035;2024-03-21 21:44:16;completed;Почта России;Магнитогорск;10567;0;350;10917
701672;209274;5024041;2024-03-21 19:42:56;cancelled;Самовывоз;Челябинск;8835;161;0;8674
701673;202265;5024050;2024-03-22 10:28:49;completed;СДЭК;Екатеринбург;56790;5679;690;51801
701674;;5024052;2024-03-22 15:46:30;completed;Курьер;Челябинск;8980;0;0;8980
701675;;5024073;2024-03-22 16:56:41;completed;Курьер;Ижевск;90345;0;390;90735
701676;201295;5024075;2024-03-22 18:54:17;completed;Самовывоз;Челябинск;108790;0;0;108790
701677;209398;5024090;2024-03-22 16:24:49;completed;Самовывоз;Магнитогорск;7134;0;0;7134
701678;204811;5024093;2024-03-22 19:20:39;completed;СДЭК;Екатеринбург;28490;0;590;29080
701679;206629;5024099;2024-03-22 21:01:21;completed;Курьер;Челябинск;35345;0;0;35345
701680;205556;5024111;2024-03-22 13:33:31;completed;СДЭК;Челябинск;11335;0;690;12025
701681;201949;5024129;2024-03-22 10:58:24;completed;СДЭК;Челябинск;32490;3249;490;29731
701682;201863;5024137;2024-03-22 11:26:35;payment_failed;Самовывоз;Тюмень;37490;3749;0;33741
701683;;5024201;2024-03-22 13:46:59;completed;Курьер;Магнитогорск;38567;1928;490;37129
701684;203833;5024211;2024-03-22 23:02:53;completed;Самовывоз;Екатеринбург;52567;2628;0;49939
701685;205977;5024241;2024-03-22 21:58:28;completed;Самовывоз;Челябинск;64790;7775;0;57015
701686;208784;5024259;2024-03-22 18:47:37;completed;Курьер;Челябинск;693;83;290;900
701687;209171;5024270;2024-03-22 21:31:14;completed;Самовывоз;Челябинск;47633;1501;0;46132
701688;202889;5024285;2024-03-22 23:38:49;completed;Самовывоз;Челябинск;19567;1957;0;17610
701689;202075;5024287;2024-03-22 22:38:09;completed;Курьер;Миасс;32567;1628;490;31429
701690;;5024295;2024-03-22 14:30:24;completed;Курьер;Челябинск;35345;1060;0;34285
701691;207576;5024308;2024-03-22 11:41:35;completed;Курьер;Челябинск;77567;0;0;77567
701692;;5024329;2024-03-23 15:58:23;returned;Курьер;Тюмень;19490;0;490;19980
701693;;5024346;2024-03-23 12:10:22;completed;Курьер;Нижневартовск;25361;29;590;25922
701694;203062;5024349;2024-03-23 21:10:46;completed;СДЭК;Ижевск;43835;2834;590;41591
701695;206312;5024351;2024-03-23 21:45:18;completed;Курьер;Миасс;99790;11975;490;88305
701696;203701;5024353;2024-03-23 22:59:08;cancelled;Самовывоз;Златоуст;109790;5490;0;104300
701697;;5024372;2024-03-23 12:27:31;payment_failed;Курьер;Сургут;4790;0;590;5380
701698;202206;5024375;2024-03-23 17:37:50;completed;Самовывоз;Екатеринбург;112280;11079;0;101201
701699;208130;5024385;2024-03-23 10:03:14;completed;Самовывоз;Челябинск;40567;0;0;40567
701700;209094;5024386;2024-03-23 21:13:08;completed;Курьер;Копейск;74047;3742;490;70795
701701;;5024396;2024-03-23 14:26:50;completed;Самовывоз;Москва;32090;0;0;32090
701702;201443;5024400;2024-03-23 22:45:05;completed;Почта России;Самара;42490;2974;350;39866
701703;200738;5024414;2024-03-23 16:30:50;completed;Курьер;Миасс;32147;2255;590;30482
701704;200605;5024420;2024-03-23 15:17:28;completed;Самовывоз;Челябинск;85090;2553;0;82537
701705;203425;5024431;2024-03-23 09:34:28;completed;Самовывоз;Казань;51490;5149;0;46341
701706;201364;5024450;2024-03-23 08:07:17;payment_failed;Самовывоз;Магнитогорск;2567;257;0;2310
701707;200717;5024489;2024-03-23 10:33:54;completed;СДЭК;Челябинск;88990;0;490;89480
701708;203175;5024517;2024-03-23 15:26:06;completed;Курьер;Тюмень;43672;3009;490;41153
701709;;5024535;2024-03-23 14:43:51;completed;Самовывоз;Челябинск;1790;179;0;1611
701710;202567;5024551;2024-03-23 14:38:40;completed;СДЭК;Челябинск;3090;216;390;3264
701711;205521;5024590;2024-03-23 15:43:54;completed;Курьер;Златоуст;68090;0;590;68680
701712;209180;5024671;2024-03-24 18:03:02;completed;Курьер;Челябинск;7990;0;0;7990
701713;207390;5024685;2024-03-24 10:51:51;payment_failed;Курьер;Магнитогорск;7490;374;390;7506
701714;;5024696;2024-03-24 15:48:57;cancelled;СДЭК;Челябинск;35345;0;490;35835
701715;201896;5024700;2024-03-24 17:39:36;completed;СДЭК;Казань;34090;2386;590;32294
701716;207619;5024701;2024-03-24 14:19:30;completed;Самовывоз;Казань;37790;0;0;37790
701717;208624;5024712;2024-03-24 14:19:07;completed;Курьер;Оренбург;18345;0;590;18935
701718;205998;5024727;2024-03-24 18:18:59;completed;Курьер;Копейск;33490;1005;390;32875
701719;204643;5024741;2024-03-24 18:49:08;completed;Курьер;Челябинск;1345;0;290;1635
701720;209028;5024764;2024-03-24 18:14:30;completed;СДЭК;Челябинск;1345;0;490;1835
701721;200092;5024777;2024-03-24 16:11:58;completed;Самовывоз;Москва;68990;0;0;68990
701722;209188;5024779;2024-03-24 08:55:56;completed;Курьер;Челябинск;34490;0;0;34490
701723;202528;5024795;2024-03-24 10:29:38;completed;СДЭК;Пермь;125537;153;690;126074
701724;202532;5024800;2024-03-24 21:22:17;payment_failed;Курьер;Копейск;113790;0;390;114180
701725;206915;5024830;2024-03-24 15:52:52;completed;СДЭК;Магнитогорск;72345;0;590;72935
701726;202958;5024836;2024-03-24 13:24:49;payment_failed;Курьер;Копейск;1490;149;490;1831
701727;209263;5024884;2024-03-24 15:18:56;completed;Самовывоз;Курган;14567;0;0;14567
701728;205130;5024891;2024-03-24 13:32:32;cancelled;Курьер;Челябинск;40472;20;0;40452
701729;205759;5024903;2024-03-24 13:31:09;returned;Самовывоз;Челябинск;33790;0;0;33790
701730;202963;5024905;2024-03-24 13:03:48;completed;Самовывоз;Челябинск;1990;0;0;1990
701731;202448;5024927;2024-03-24 15:18:05;completed;СДЭК;Челябинск;19567;0;590;20157
701732;203304;5024939;2024-03-24 19:06:39;completed;Курьер;Курган;1490;149;390;1731
701733;;5024955;2024-03-24 23:10:36;completed;Курьер;Ижевск;65790;0;490;66280
701734;203982;5024964;2024-03-24 20:48:55;completed;СДЭК;Ижевск;52990;0;690;53680
701735;200218;5024968;2024-03-24 20:20:30;completed;Курьер;Санкт-Петербург;64990;0;390;65380
701736;206247;5024974;2024-03-24 09:45:40;completed;Курьер;Челябинск;27090;1896;0;25194
701737;;5024989;2024-03-25 23:50:03;completed;Курьер;Уфа;24990;0;590;25580
701738;202205;5024990;2024-03-25 16:44:53;payment_failed;Самовывоз;Уфа;27790;834;0;26956
701739;205783;5025002;2024-03-25 18:25:03;completed;СДЭК;Копейск;2567;0;590;3157
701740;209105;5025030;2024-03-25 20:38:48;completed;Курьер;Курган;13567;678;390;13279
701741;208975;5025043;2024-03-25 16:57:38;completed;Курьер;Челябинск;6345;0;0;6345
701742;206002;5025054;2024-03-25 16:53:27;completed;Самовывоз;Екатеринбург;78790;0;0;78790
701743;;5025055;2024-03-25 20:48:21;completed;Курьер;Уфа;6345;190;590;6745
701744;206030;5025057;2024-03-25 08:45:52;completed;Самовывоз;Оренбург;8990;899;0;8091
701745;208282;5025061;2024-03-25 18:36:14;completed;Почта России;Уфа;57874;2956;550;55468
701746;203793;5025066;2024-03-25 22:04:27;completed;Самовывоз;Челябинск;35567;1778;0;33789
701747;209912;5025075;2024-03-25 12:31:52;completed;СДЭК;Уфа;44557;1978;390;42969
701748;207999;5025126;2024-03-25 22:12:49;completed;Курьер;Тюмень;7790;0;590;8380
701749;;5025127;2024-03-25 14:06:47;completed;Самовывоз;Челябинск;21567;647;0;20920
701750;;5025133;2024-03-25 20:04:11;completed;Почта России;Москва;782;78;450;1154
701751;207214;5025138;2024-03-25 11:14:11;completed;Самовывоз;Челябинск;696;0;0;696
701752;209194;5025167;2024-03-25 16:20:13;completed;Курьер;Миасс;37790;1890;490;36390
701753;209008;5025169;2024-03-25 19:43:22;completed;Курьер;Пермь;3490;0;590;4080
701754;;5025177;2024-03-25 21:44:28;completed;СДЭК;Москва;7090;0;390;7480
701755;;5025194;2024-03-25 12:46:30;completed;Самовывоз;Москва;38280;2589;0;35691
701756;207635;5025226;2024-03-25 16:14:35;completed;Самовывоз;Курган;17135;0;0;17135
701757;205724;5025227;2024-03-25 12:00:34;completed;Курьер;Челябинск;1345;40;290;1595
701758;;5025235;2024-03-25 21:50:31;completed;Курьер;Казань;112790;0;490;113280
701759;200886;5025244;2024-03-25 21:10:29;completed;Почта России;Копейск;7567;757;550;7360
701760;208930;5025260;2024-03-25 18:43:51;completed;Почта России;Миасс;112990;7909;350;105431
701761;208509;5025271;2024-03-25 16:10:24;payment_failed;Самовывоз;Челябинск;7567;530;0;7037
701762;;5025275;2024-03-25 15:25:43;payment_failed;Курьер;Челябинск;4567;0;290;4857
701763;204935;5025288;2024-03-25 19:39:47;completed;СДЭК;Магнитогорск;10990;0;690;11680
701764;208757;5025292;2024-03-25 16:59:57;completed;СДЭК;Копейск;4990;250;590;5330
701765;204272;5025300;2024-03-25 18:15:32;completed;Курьер;Курган;41180;1053;390;40517
701766;201618;5025314;2024-03-25 09:58:48;completed;Курьер;Магнитогорск;18090;0;590;18680
701767;203270;5025324;2024-03-26 18:48:28;completed;Курьер;Челябинск;18345;550;0;17795
701768;203824;5025330;2024-03-26 12:46:31;payment_failed;Курьер;Екатеринбург;11990;1199;590;11381
701769;207001;5025336;2024-03-26 17:44:14;completed;Самовывоз;Пермь;40345;0;0;40345
701770;203741;5025350;2024-03-26 20:50:51;completed;Курьер;Самара;3980;0;590;4570
701771;;5025367;2024-03-26 13:20:05;completed;Почта России;Самара;66835;0;350;67185
701772;205451;5025399;2024-03-26 17:03:50;completed;Почта России;Пермь;12790;0;550;13340
701773;209260;5025401;2024-03-26 18:43:18;completed;Самовывоз;Санкт-Петербург;562;56;0;506
701774;204945;5025411;2024-03-26 14:40:53;payment_failed;Курьер;Уфа;2567;257;590;2900
701775;205724;5025418;2024-03-26 21:31:55;completed;Курьер;Челябинск;117670;2446;0;115224
701776;201978;5025435;2024-03-26 20:00:13;completed;Курьер;Челябинск;900;45;290;1145
701777;207892;5025452;2024-03-26 14:37:56;completed;Курьер;Пермь;20490;0;490;20980
701778;;5025476;2024-03-26 14:13:23;completed;Самовывоз;Златоуст;2134;0;0;2134
701779;;5025477;2024-03-26 11:12:11;completed;Курьер;Миасс;33790;3379;590;31001
701780;206942;5025491;2024-03-26 20:30:44;completed;Самовывоз;Нижневартовск;19490;974;0;18516
701781;200576;5025498;2024-03-26 21:18:51;completed;Курьер;Новосибирск;37657;77;590;38170
701782;206425;5025520;2024-03-26 20:32:56;completed;Курьер;Магнитогорск;1374;137;490;1727
701783;207106;5025530;2024-03-26 22:23:54;completed;Самовывоз;Казань;101357;1290;0;100067
701784;201803;5025534;2024-03-26 22:11:36;completed;Курьер;Уфа;165525;9535;590;156580
701785;203343;5025544;2024-03-26 15:54:59;completed;Самовывоз;Челябинск;84490;0;0;84490
701786;208456;5025557;2024-03-26 20:59:20;completed;Самовывоз;Магнитогорск;7345;220;0;7125
701787;208249;5025559;2024-03-26 10:29:57;completed;Самовывоз;Казань;2345;0;0;2345
701788;203222;5025578;2024-03-26 10:13:43;payment_failed;Самовывоз;Пермь;64090;0;0;64090
701789;208587;5025596;2024-03-26 12:38:21;payment_failed;Самовывоз;Копейск;44990;0;0;44990
701790;207322;5025599;2024-03-26 22:54:58;completed;Самовывоз;Миасс;20567;1028;0;19539
701791;205268;5025609;2024-03-26 19:54:50;completed;Курьер;Курган;39490;4739;490;35241
701792;206757;5025619;2024-03-27 17:06:58;payment_failed;Почта России;Москва;25345;0;550;25895
701793;206602;5025641;2024-03-27 16:23:57;payment_failed;Курьер;Уфа;103335;10234;390;93491
701794;201215;5025647;2024-03-27 11:29:35;completed;Курьер;Магнитогорск;67557;2800;390;65147
701795;;5025676;2024-03-27 14:11:54;completed;Курьер;Уфа;58135;2817;390;55708
701796;207275;5025688;2024-03-27 16:01:27;completed;Курьер;Копейск;49567;2478;590;47679
701797;206988;5025690;2024-03-27 11:18:53;completed;Самовывоз;Копейск;48925;2288;0;46637
701798;204010;5025702;2024-03-27 16:43:39;completed;Курьер;Челябинск;893;0;290;1183
701799;206060;5025710;2024-03-27 09:44:01;payment_failed;Самовывоз;Златоуст;560;0;0;560
701800;;5025718;2024-03-27 15:35:08;completed;Курьер;Оренбург;65790;0;490;66280
701801;;5025779;2024-03-27 15:23:59;completed;СДЭК;Копейск;77090;7709;490;69871
701802;207531;5025784;2024-03-27 21:51:02;completed;Самовывоз;Магнитогорск;11490;1149;0;10341
701803;208392;5025788;2024-03-27 21:14:51;completed;СДЭК;Екатеринбург;36280;0;390;36670
701804;201027;5025801;2024-03-27 10:18:50;cancelled;СДЭК;Москва;7090;0;390;7480
701805;200975;5025807;2024-03-27 09:33:26;completed;Самовывоз;Челябинск;96135;3671;0;92464
701806;207148;5025811;2024-03-27 14:59:46;completed;Курьер;Магнитогорск;4990;0;490;5480
701807;;5025822;2024-03-27 21:15:01;payment_failed;Почта России;Курган;38490;0;550;39040
701808;;5025824;2024-03-27 19:48:41;completed;Курьер;Копейск;23980;179;590;24391
701809;201217;5025887;2024-03-27 16:23:20;cancelled;СДЭК;Челябинск;3990;0;490;4480
701810;206021;5025896;2024-03-27 22:04:53;completed;Почта России;Новосибирск;64490;7739;450;57201
701811;208926;5025958;2024-03-28 22:31:57;completed;Самовывоз;Челябинск;11990;0;0;11990
701812;202874;5025959;2024-03-28 13:22:01;completed;Самовывоз;Пермь;36580;0;0;36580
701813;204212;5025960;2024-03-28 15:05:39;completed;СДЭК;Челябинск;101090;0;690;101780
701814;201767;5025961;2024-03-28 10:44:59;cancelled;Курьер;Самара;4345;304;490;4531
701815;;5025970;2024-03-28 22:41:15;payment_failed;Курьер;Копейск;65790;0;390;66180
701816;208859;5025984;2024-03-28 13:29:21;completed;СДЭК;Уфа;1578;75;490;1993
701817;;5025994;2024-03-28 13:08:07;completed;Почта России;Челябинск;75325;6534;350;69141
701818;209906;5025998;2024-03-28 13:55:09;completed;Курьер;Уфа;42345;1270;490;41565
701819;205883;5026009;2024-03-28 22:18:47;completed;Курьер;Тюмень;58134;24;490;58600
701820;208817;5026015;2024-03-28 18:19:04;completed;Самовывоз;Златоуст;1490;0;0;1490
701821;208478;5026065;2024-03-28 17:41:24;completed;Самовывоз;Челябинск;1490;74;0;1416
701822;206336;5026067;2024-03-28 14:17:40;completed;Курьер;Уфа;899;0;590;1489
701823;;5026123;2024-03-28 22:26:10;returned;Самовывоз;Копейск;2790;279;0;2511
701824;209858;5026126;2024-03-28 10:12:13;completed;Самовывоз;Уфа;7990;0;0;7990
701825;;5026138;2024-03-28 13:54:41;completed;Самовывоз;Копейск;67090;2013;0;65077
701826;201976;5026158;2024-03-28 09:53:35;completed;Самовывоз;Тюмень;566;0;0;566
701827;206083;5026184;2024-03-28 09:15:37;completed;Курьер;Челябинск;42345;0;0;42345
701828;209501;5026191;2024-03-28 23:57:26;completed;Почта России;Пермь;29660;17;350;29993
701829;207881;5026192;2024-03-28 14:30:51;completed;Самовывоз;Челябинск;25567;1278;0;24289
701830;;5026204;2024-03-28 12:41:48;completed;СДЭК;Уфа;45490;0;490;45980
701831;;5026225;2024-03-28 14:19:32;completed;Самовывоз;Миасс;13790;965;0;12825
701832;209248;5026256;2024-03-28 11:06:18;completed;Курьер;Москва;40061;40;490;40511
701833;202518;5026286;2024-03-29 15:30:32;completed;Курьер;Пермь;13990;0;490;14480
701834;200655;5026290;2024-03-29 14:14:17;completed;Курьер;Екатеринбург;60557;3908;590;57239
701835;200925;5026292;2024-03-29 12:44:55;completed;Самовывоз;Челябинск;11490;345;0;11145
701836;203348;5026294;2024-03-29 19:00:59;completed;Самовывоз;Миасс;9567;478;0;9089
701837;203205;5026298;2024-03-29 18:17:01;completed;Курьер;Курган;83567;0;490;84057
701838;;5026301;2024-03-29 13:26:34;completed;Самовывоз;Москва;2690;0;0;2690
701839;208354;5026334;2024-03-29 18:28:19;completed;Курьер;Челябинск;901;0;290;1191
701840;;5026335;2024-03-29 17:53:58;completed;Самовывоз;Новосибирск;2345;0;0;2345
701841;204723;5026375;2024-03-29 10:25:53;completed;Самовывоз;Копейск;8090;404;0;7686
701842;;5026384;2024-03-29 15:28:41;completed;Самовывоз;Челябинск;13780;450;0;13330
701843;209283;5026385;2024-03-29 11:12:06;completed;Самовывоз;Магнитогорск;6990;210;0;6780
701844;203480;5026399;2024-03-29 17:04:43;completed;СДЭК;Копейск;35990;1800;590;34780
701845;208326;5026403;2024-03-29 20:54:43;completed;СДЭК;Челябинск;7490;524;490;7456
701846;;5026405;2024-03-29 09:09:27;completed;Почта России;Копейск;34090;0;550;34640
701847;200108;5026428;2024-03-29 15:30:44;completed;Курьер;Челябинск;42567;0;0;42567
701848;205481;5026438;2024-03-29 15:06:14;completed;СДЭК;Магнитогорск;1790;0;690;2480
701849;208120;5026484;2024-03-29 11:23:11;completed;Самовывоз;Нижневартовск;31990;960;0;31030
701850;206892;5026527;2024-03-29 15:13:02;completed;СДЭК;Копейск;14790;0;590;15380
701851;201942;5026555;2024-03-29 21:00:34;completed;Курьер;Курган;117070;8294;390;109166
701852;;5026562;2024-03-29 15:39:52;completed;Курьер;Ижевск;66686;4619;390;62457
701853;201861;5026569;2024-03-29 16:13:06;completed;Самовывоз;Челябинск;1370;68;0;1302
701854;204215;5026615;2024-03-30 22:50:57;completed;Самовывоз;Новосибирск;34179;0;0;34179
701855;200017;5026625;2024-03-30 15:18:50;completed;СДЭК;Миасс;50770;3749;490;47511
701856;202179;5026637;2024-03-30 15:36:04;completed;СДЭК;Сургут;35070;358;690;35402
701857;204154;5026667;2024-03-30 17:25:12;completed;Курьер;Самара;47224;1087;490;46627
701858;205659;5026685;2024-03-30 12:59:42;completed;Самовывоз;Челябинск;17567;878;0;16689
701859;202977;5026688;2024-03-30 18:54:04;completed;Курьер;Нижневартовск;12490;624;490;12356
701860;206918;5026716;2024-03-30 13:27:08;completed;Курьер;Магнитогорск;110490;3315;490;107665
701861;204359;5026726;2024-03-30 17:33:00;completed;Курьер;Челябинск;1764;0;290;2054
701862;;5026763;2024-03-30 11:44:47;completed;Самовывоз;Челябинск;798;0;0;798
701863;209721;5026788;2024-03-30 12:08:14;returned;Курьер;Екатеринбург;2345;0;390;2735
701864;205303;5026789;2024-03-30 16:11:19;completed;Курьер;Челябинск;27567;2757;0;24810
701865;200886;5026794;2024-03-30 10:07:22;completed;Самовывоз;Копейск;127990;0;0;127990
701866;;5026803;2024-03-30 14:22:20;payment_failed;Курьер;Новосибирск;19990;0;490;20480
701867;203428;5026810;2024-03-30 11:46:41;completed;СДЭК;Оренбург;2990;150;490;3330
701868;208926;5026817;2024-03-30 22:32:56;completed;Самовывоз;Челябинск;110490;7734;0;102756
701869;208160;5026823;2024-03-30 14:56:07;completed;Курьер;Миасс;793;56;390;1127
701870;206415;5026827;2024-03-30 15:45:20;completed;Самовывоз;Москва;1574;0;0;1574
701871;201099;5026843;2024-03-30 21:21:50;payment_failed;СДЭК;Пермь;7990;559;590;8021
701872;206121;5026846;2024-03-30 14:42:14;completed;Почта России;Челябинск;77678;0;450;78128
701873;208275;5026858;2024-03-30 19:58:07;completed;Самовывоз;Златоуст;85567;0;0;85567
701874;201880;5026859;2024-03-30 15:14:35;completed;Самовывоз;Челябинск;66057;157;0;65900
701875;203616;5026860;2024-03-30 17:13:40;completed;Самовывоз;Челябинск;20058;1369;0;18689
701876;;5026878;2024-03-30 15:32:47;completed;Курьер;Челябинск;3134;94;290;3330
701877;202985;5026925;2024-03-31 16:01:01;completed;Почта России;Миасс;89090;0;450;89540
701878;207087;5026938;2024-03-31 16:50:05;completed;СДЭК;Челябинск;2345;281;590;2654
701879;201944;5026941;2024-03-31 16:23:31;completed;Самовывоз;Челябинск;39990;2799;0;37191
701880;;5026952;2024-03-31 21:19:57;completed;Курьер;Копейск;18567;1857;590;17300
701881;;5026954;2024-03-31 13:47:36;completed;СДЭК;Челябинск;114080;120;590;114550
701882;202774;5026962;2024-03-31 14:19:27;completed;Почта России;Челябинск;7980;324;550;8206
701883;208779;5026963;2024-03-31 17:43:39;completed;Курьер;Челябинск;73567;0;0;73567
701884;205038;5026986;2024-03-31 13:48:56;completed;Самовывоз;Магнитогорск;7090;0;0;7090
701885;208817;5026996;2024-03-31 11:28:32;completed;СДЭК;Златоуст;3090;0;690;3780
701886;203257;5027014;2024-03-31 21:03:54;completed;Курьер;Самара;111567;7810;490;104247
701887;207818;5027043;2024-03-31 19:57:29;completed;СДЭК;Екатеринбург;25345;0;390;25735
701888;205644;5027064;2024-03-31 15:52:10;completed;СДЭК;Москва;27490;1374;390;26506
701889;205289;5027073;2024-03-31 21:50:29;cancelled;СДЭК;Челябинск;7567;227;490;7830
701890;200415;5027088;2024-03-31 16:55:16;completed;Курьер;Уфа;11567;0;490;12057
701891;209843;5027097;2024-03-31 21:27:24;completed;Курьер;Магнитогорск;4990;0;590;5580
701892;201054;5027101;2024-03-31 08:38:48;completed;Курьер;Тюмень;27788;49;490;28229
701893;;5027131;2024-03-31 19:46:54;completed;Курьер;Екатеринбург;31990;0;590;32580
701894;204034;5027147;2024-03-31 19:41:45;completed;Курьер;Копейск;7490;524;390;7356
701895;204953;5027152;2024-03-31 14:07:08;returned;Курьер;Тюмень;42090;1263;390;41217
701896;207023;5027173;2024-03-31 14:23:08;completed;Курьер;Челябинск;42090;0;0;42090
701897;209181;5027201;2024-03-31 19:49:17;completed;СДЭК;Челябинск;18345;0;390;18735
701898;205986;5027215;2024-03-31 16:21:28;completed;СДЭК;Челябинск;113567;0;490;114057
701899;201611;5027234;2024-03-31 14:25:22;completed;Курьер;Златоуст;34125;2104;590;32611
701900;201276;5027240;2024-03-31 19:08:30;completed;СДЭК;Екатеринбург;56490;0;590;57080
701901;209926;5027246;2024-03-31 18:38:10;completed;Курьер;Магнитогорск;19090;573;590;19107
701902;208156;5027261;2024-04-01 19:25:20;completed;Курьер;Челябинск;69580;2540;0;67040
701903;208809;5027264;2024-04-01 20:08:44;completed;Курьер;Челябинск;699;0;290;989
701904;208964;5027268;2024-04-01 16:59:57;completed;Самовывоз;Казань;36880;3479;0;33401
701905;;5027275;2024-04-01 20:16:42;completed;Курьер;Ижевск;27345;1367;490;26468
701906;202495;5027279;2024-04-01 21:05:00;completed;Курьер;Челябинск;4790;0;290;5080
701907;209723;5027286;2024-04-01 18:10:42;cancelled;Курьер;Курган;18490;555;390;18325
701908;206298;5027300;2024-04-01 10:01:17;completed;Самовывоз;Екатеринбург;69990;0;0;69990
701909;208146;5027302;2024-04-01 12:48:54;completed;Самовывоз;Копейск;7490;0;0;7490
701910;202987;5027306;2024-04-01 14:24:45;completed;Самовывоз;Копейск;26345;1317;0;25028
701911;204801;5027312;2024-04-01 18:33:51;completed;СДЭК;Тюмень;7345;0;390;7735
701912;209336;5027326;2024-04-01 21:01:41;completed;СДЭК;Челябинск;35490;0;390;35880
701913;204009;5027328;2024-04-01 12:15:12;completed;Курьер;Копейск;35090;1754;590;33926
701914;201042;5027365;2024-04-01 13:21:18;completed;Самовывоз;Челябинск;4567;228;0;4339
701915;201641;5027379;2024-04-01 10:22:14;completed;Самовывоз;Копейск;12990;909;0;12081
701916;209351;5027381;2024-04-01 12:31:37;completed;Курьер;Челябинск;41345;0;0;41345
701917;205831;5027471;2024-04-01 19:10:56;completed;Курьер;Челябинск;53080;1676;0;51404
701918;;5027478;2024-04-01 15:34:46;completed;СДЭК;Челябинск;112567;0;590;113157
701919;200050;5027482;2024-04-01 12:38:10;completed;Курьер;Челябинск;25924;0;0;25924
701920;208036;5027512;2024-04-01 15:14:59;completed;СДЭК;Копейск;139980;0;390;140370
701921;201203;5027515;2024-04-01 21:40:26;completed;Курьер;Уфа;86435;0;390;86825
701922;209038;5027524;2024-04-01 14:38:43;completed;Почта России;Челябинск;1345;0;350;1695
701923;200222;5027536;2024-04-01 18:53:04;completed;Почта России;Москва;29345;0;550;29895
701924;208090;5027548;2024-04-01 12:52:45;completed;Курьер;Москва;29990;1500;390;28880
701925;204856;5027568;2024-04-01 23:41:31;completed;Самовывоз;Златоуст;10880;779;0;10101
701926;;5027571;2024-04-01 17:01:32;completed;Курьер;Миасс;89690;0;590;90280
701927;209655;5027575;2024-04-01 09:02:57;completed;Почта России;Челябинск;25790;0;450;26240
701928;;5027580;2024-04-01 19:27:44;completed;Курьер;Челябинск;7345;0;0;7345
701929;201651;5027597;2024-04-02 18:49:44;payment_failed;СДЭК;Москва;73345;0;490;73835
701930;201171;5027598;2024-04-02 16:37:45;completed;Самовывоз;Челябинск;28345;1984;0;26361
701931;200545;5027610;2024-04-02 09:33:23;completed;СДЭК;Челябинск;29790;0;690;30480
701932;205384;5027612;2024-04-02 19:24:57;completed;Самовывоз;Самара;42490;2124;0;40366
701933;201784;5027641;2024-04-02 22:39:15;completed;Курьер;Челябинск;18090;1266;0;16824
701934;200372;5027652;2024-04-02 15:40:05;completed;Курьер;Челябинск;20231;580;0;19651
701935;200196;5027675;2024-04-02 21:10:04;completed;Курьер;Пермь;4090;0;490;4580
701936;205489;5027676;2024-04-02 16:57:19;completed;Самовывоз;Казань;56090;5609;0;50481
701937;;5027691;2024-04-02 19:22:16;completed;Курьер;Уфа;6357;90;390;6657
701938;206884;5027707;2024-04-02 20:34:55;completed;Курьер;Челябинск;21790;2179;0;19611
701939;205029;5027719;2024-04-02 17:27:06;completed;Курьер;Магнитогорск;47470;1424;590;46636
701940;206560;5027731;2024-04-02 21:42:43;completed;Курьер;Челябинск;77625;8084;0;69541
701941;;5027746;2024-04-02 20:10:42;completed;Курьер;Челябинск;37345;2614;0;34731
