session_id;session_start;customer_id;city;device_type;channel;campaign_id;landing_category;product_views;add_to_cart;checkout_started;order_id;purchase_completed
5016385;2024-02-27 15:02:11;202545;Челябинск;mobile;Organic;;Аудиотехника;7;0;0;;0
5016386;2024-02-27 15:21:33;205411;Самара;mobile;Direct;;Смарт-часы и браслеты;5;0;0;;0
5016387;2024-02-27 15:21:34;202985;Миасс;mobile;Organic;;Смартфоны;4;0;0;;0
5016388;2024-02-27 20:05:32;204221;Магнитогорск;mobile;Organic;;Компьютеры и планшеты;4;0;0;;0
5016389;2024-02-27 16:34:15;;Уфа;desktop;Yandex Ads;YA_BRAND;Смартфоны;4;0;0;;0
5016390;2024-02-27 12:58:38;;Копейск;mobile;Telegram;TG_LOCAL;Смартфоны;5;1;0;;0
5016391;2024-02-27 19:15:26;203887;Оренбург;mobile;VK Ads;VK_RETARGET;Компьютеры и планшеты;2;0;0;;0
5016392;2024-02-27 21:57:35;207485;Пермь;tablet;Telegram;TG_LOCAL;Компьютеры и планшеты;2;0;0;;0
5016393;2024-02-27 17:15:38;200937;Челябинск;tablet;Organic;;Аксессуары;7;0;0;;0
5016394;2024-02-27 19:20:30;203263;Челябинск;mobile;Direct;;Смартфоны;4;0;0;;0
5016395;2024-02-27 16:36:55;202878;Москва;mobile;Telegram;TG_LOCAL;Телевизоры и игровые приставки;2;0;0;;0
5016396;2024-02-27 20:04:59;;Златоуст;desktop;Referral;;Смарт-часы и браслеты;3;0;0;;0
5016397;2024-02-27 16:28:02;204454;Магнитогорск;desktop;Telegram;TG_LOCAL;Аксессуары;1;0;0;;0
5016398;2024-02-27 14:31:37;204674;Челябинск;desktop;Organic;;Смартфоны;1;0;0;;0
5016399;2024-02-27 19:18:44;;Златоуст;mobile;Direct;;Аудиотехника;2;0;0;;0
5016400;2024-02-27 16:16:30;204396;Ижевск;mobile;Direct;;Смарт-часы и браслеты;7;0;0;;0
5016401;2024-02-27 17:38:06;206826;Златоуст;mobile;Direct;;Смартфоны;6;0;0;;0
5016402;2024-02-27 14:41:22;209222;Челябинск;mobile;Organic;;Смартфоны;5;0;0;;0
5016403;2024-02-27 08:25:13;209537;Санкт-Петербург;mobile;Organic;;Компьютеры и планшеты;6;0;0;;0
5016404;2024-02-27 20:07:53;200620;Екатеринбург;mobile;Direct;;Смартфоны;7;0;0;;0
5016405;2024-02-27 12:09:24;205754;Ижевск;mobile;Direct;;Смартфоны;2;0;0;;0
5016406;2024-02-27 14:20:31;204220;Челябинск;desktop;Organic;;Аксессуары;3;0;0;;0
5016407;2024-02-27 10:11:29;207996;Копейск;mobile;Yandex Ads;YA_GENERIC;Смарт-часы и браслеты;1;0;0;;0
5016408;2024-02-27 11:14:31;204124;Челябинск;mobile;Yandex Ads;YA_GENERIC;Смартфоны;4;0;0;;0
5016409;2024-02-27 15:52:12;206744;Челябинск;desktop;VK Ads;VK_RETARGET;Смарт-часы и браслеты;3;1;1;;0
5016410;2024-02-27 23:03:04;203012;Челябинск;mobile;Direct;;Смарт-часы и браслеты;2;0;0;;0
5016411;2024-02-27 15:47:48;200004;Челябинск;mobile;Referral;;Компьютеры и планшеты;3;0;0;;0
5016412;2024-02-27 14:19:55;209444;Копейск;desktop;VK Ads;VK_RETARGET;Товары для дома и офиса;2;1;1;701139;1
5016413;2024-02-27 16:07:22;;Тюмень;mobile;Direct;;Телевизоры и игровые приставки;4;0;0;;0
5016414;2024-02-27 19:20:40;201053;Магнитогорск;mobile;Telegram;TG_LOCAL;Компьютеры и планшеты;4;0;0;;0
5016415;2024-02-27 23:57:03;;Челябинск;mobile;Organic;;Телевизоры и игровые приставки;3;0;0;;0
5016416;2024-02-27 23:13:36;206089;Курган;mobile;Organic;;Смартфоны;6;1;0;;0
5016417;2024-02-27 08:10:23;204847;Магнитогорск;desktop;Direct;;Смарт-часы и браслеты;7;0;0;;0
5016418;2024-02-27 15:55:57;208012;Магнитогорск;mobile;Referral;;Смартфоны;4;1;0;;0
5016419;2024-02-27 17:23:07;204072;Миасс;desktop;Direct;;Товары для дома и офиса;1;0;0;;0
5016420;2024-02-27 20:44:30;202158;Копейск;mobile;Telegram;TG_LOCAL;Смартфоны;8;0;0;;0
5016421;2024-02-27 15:24:47;209046;Курган;desktop;Direct;;Смартфоны;3;0;0;;0
5016422;2024-02-27 23:49:18;203154;Миасс;mobile;Yandex Ads;YA_GENERIC;Смарт-часы и браслеты;4;0;0;;0
5016423;2024-02-27 13:00:18;202504;Магнитогорск;mobile;Direct;;Аудиотехника;6;0;0;;0
5016424;2024-02-27 14:34:25;;Магнитогорск;desktop;VK Ads;VK_RETARGET;Смартфоны;1;0;0;;0
5016425;2024-02-27 14:18:33;207123;Копейск;desktop;Yandex Ads;YA_GENERIC;Аудиотехника;5;0;0;;0
5016426;2024-02-27 16:48:01;200956;Челябинск;mobile;Yandex Ads;YA_GENERIC;Смартфоны;5;0;0;;0
5016427;2024-02-27 14:36:06;206203;Казань;mobile;Email;;Товары для дома и офиса;4;0;0;;0
5016428;2024-02-27 17:33:20;200571;Самара;desktop;Yandex Ads;YA_GENERIC;Аксессуары;4;0;0;;0
5016429;2024-02-27 22:44:54;200748;Нижневартовск;mobile;VK Ads;VK_RETARGET;Смартфоны;1;0;0;;0
5016430;2024-02-27 18:59:18;205686;Миасс;mobile;Yandex Ads;YA_BRAND;Компьютеры и планшеты;5;0;0;;0
5016431;2024-02-27 21:55:35;203811;Пермь;mobile;VK Ads;VK_RETARGET;Компьютеры и планшеты;1;0;0;;0
5016432;2024-02-27 08:40:18;202562;Миасс;mobile;VK Ads;VK_RETARGET;Товары для дома и офиса;3;0;0;;0
5016433;2024-02-27 13:15:50;203420;Челябинск;tablet;Yandex Ads;YA_GENERIC;Аудиотехника;3;0;0;;0
5016434;2024-02-27 11:53:31;203187;Челябинск;desktop;Organic;;Товары для дома и офиса;4;0;0;;0
5016435;2024-02-27 14:48:13;204573;Уфа;desktop;Direct;;Телевизоры и игровые приставки;5;0;0;;0
5016436;2024-02-27 20:03:59;206398;Копейск;desktop;Yandex Ads;YA_BRAND;Аксессуары;6;0;0;;0
5016437;2024-02-27 16:40:46;203133;Сургут;mobile;Direct;;Аксессуары;5;1;0;;0
5016438;2024-02-27 15:48:24;;Санкт-Петербург;mobile;VK Ads;VK_RETARGET;Смартфоны;1;0;0;;0
5016439;2024-02-27 20:37:17;;Магнитогорск;mobile;Yandex Ads;YA_GENERIC;Товары для дома и офиса;6;0;0;;0
5016440;2024-02-27 14:32:20;206761;Санкт-Петербург;desktop;Direct;;Телевизоры и игровые приставки;5;0;0;;0
5016441;2024-02-27 15:59:40;202516;Челябинск;mobile;Yandex Ads;YA_GENERIC;Смартфоны;3;0;0;;0
5016442;2024-02-27 20:29:09;202626;Уфа;mobile;Yandex Ads;YA_GENERIC;Компьютеры и планшеты;5;0;0;;0
5016443;2024-02-27 08:43:00;;Челябинск;desktop;Organic;;Смартфоны;5;0;0;;0
5016444;2024-02-27 21:57:02;205072;Уфа;mobile;Yandex Ads;YA_GENERIC;Смартфоны;6;0;0;;0
5016445;2024-02-27 23:27:13;204945;Уфа;tablet;Yandex Ads;YA_GENERIC;Аксессуары;6;0;0;;0
5016446;2024-02-27 15:50:59;208382;Челябинск;tablet;Yandex Ads;YA_BRAND;Смарт-часы и браслеты;4;0;0;;0
5016447;2024-02-27 14:08:34;204341;Челябинск;mobile;Yandex Ads;YA_GENERIC;Аудиотехника;5;0;0;;0
5016448;2024-02-27 16:34:39;204631;Тюмень;mobile;Organic;;Аудиотехника;3;1;1;701140;1
5016449;2024-02-27 17:54:56;203360;Самара;desktop;Direct;;Аудиотехника;3;1;0;;0
5016450;2024-02-27 12:16:05;205980;Курган;mobile;Organic;;Компьютеры и планшеты;6;0;0;;0
5016451;2024-02-27 21:00:03;200330;Пермь;mobile;Telegram;TG_LOCAL;Товары для дома и офиса;2;1;1;701141;1
5016452;2024-02-27 20:07:04;202939;Пермь;mobile;Referral;;Смарт-часы и браслеты;3;0;0;;0
5016453;2024-02-27 12:08:53;202678;Курган;mobile;Yandex Ads;YA_BRAND;Компьютеры и планшеты;5;0;0;;0
5016454;2024-02-27 23:34:20;206620;Копейск;tablet;VK Ads;VK_RETARGET;Аксессуары;3;0;0;;0
5016455;2024-02-27 23:42:34;201011;Златоуст;desktop;Yandex Ads;YA_GENERIC;Смартфоны;5;0;0;;0
5016456;2024-02-27 23:10:53;202282;Челябинск;mobile;Direct;;Аксессуары;3;0;0;;0
5016457;2024-02-27 09:50:28;209153;Челябинск;mobile;Organic;;Товары для дома и офиса;4;1;0;;0
5016458;2024-02-27 18:44:10;205777;Пермь;mobile;Organic;;Смартфоны;5;0;0;;0
5016459;2024-02-27 13:08:31;203937;Москва;mobile;Organic;;Аксессуары;3;0;0;;0
5016460;2024-02-27 20:09:39;206444;Копейск;mobile;Yandex Ads;YA_BRAND;Компьютеры и планшеты;6;0;0;;0
5016461;2024-02-27 17:59:56;200410;Челябинск;mobile;Telegram;TG_LOCAL;Товары для дома и офиса;3;0;0;;0
5016462;2024-02-27 15:07:23;207119;Магнитогорск;desktop;Direct;;Смарт-часы и браслеты;4;0;0;;0
5016463;2024-02-27 20:23:37;;Челябинск;tablet;Organic;;Смартфоны;3;1;0;;0
5016464;2024-02-27 18:35:41;207365;Уфа;mobile;Yandex Ads;YA_GENERIC;Аудиотехника;1;0;0;;0
5016465;2024-02-27 09:47:54;200235;Екатеринбург;desktop;Direct;;Аудиотехника;1;0;0;;0
5016466;2024-02-27 13:44:08;;Челябинск;desktop;VK Ads;VK_RETARGET;Аудиотехника;3;0;0;;0
5016467;2024-02-27 15:44:28;207484;Челябинск;mobile;Organic;;Смартфоны;3;0;0;;0
5016468;2024-02-27 14:50:36;200613;Челябинск;mobile;VK Ads;VK_RETARGET;Смартфоны;5;0;0;;0
5016469;2024-02-27 13:41:57;205439;Сургут;mobile;Organic;;Смартфоны;4;0;0;;0
5016470;2024-02-27 21:25:04;207414;Челябинск;mobile;Direct;;Аксессуары;3;0;0;;0
5016471;2024-02-27 18:45:22;207832;Челябинск;mobile;Organic;;Аксессуары;4;0;0;;0
5016472;2024-02-27 08:39:06;207373;Челябинск;mobile;Yandex Ads;YA_BRAND;Аксессуары;2;0;0;;0
5016473;2024-02-27 17:06:45;207487;Магнитогорск;mobile;Yandex Ads;YA_GENERIC;Смартфоны;3;0;0;;0
5016474;2024-02-27 17:07:23;206638;Миасс;mobile;Referral;;Смарт-часы и браслеты;4;0;0;;0
5016475;2024-02-27 18:22:12;206603;Копейск;mobile;Organic;;Аудиотехника;5;0;0;;0
5016476;2024-02-27 14:35:41;203008;Копейск;mobile;Yandex Ads;YA_GENERIC;Компьютеры и планшеты;3;0;0;;0
5016477;2024-02-27 20:00:28;201459;Казань;mobile;Direct;;Смартфоны;5;0;0;;0
5016478;2024-02-27 19:03:56;201593;Уфа;mobile;Organic;;Аксессуары;5;0;0;;0
5016479;2024-02-27 12:12:14;205564;Челябинск;desktop;Direct;;Телевизоры и игровые приставки;1;1;1;701142;1
5016480;2024-02-27 10:13:56;207041;Самара;desktop;Direct;;Смарт-часы и браслеты;6;0;0;;0
5016481;2024-02-27 16:33:25;200262;Челябинск;desktop;Yandex Ads;YA_GENERIC;Смарт-часы и браслеты;8;0;0;;0
5016482;2024-02-27 17:22:36;;Миасс;mobile;Telegram;TG_LOCAL;Компьютеры и планшеты;6;0;0;;0
5016483;2024-02-27 13:08:50;202553;Пермь;mobile;Yandex Ads;YA_GENERIC;Товары для дома и офиса;2;0;0;;0
5016484;2024-02-27 18:45:44;203378;Магнитогорск;desktop;Organic;;Аудиотехника;1;0;0;;0
5016485;2024-02-27 16:19:58;207404;Копейск;mobile;VK Ads;VK_RETARGET;Смарт-часы и браслеты;2;0;0;;0
5016486;2024-02-27 15:14:35;203402;Екатеринбург;desktop;Telegram;TG_LOCAL;Аудиотехника;6;0;0;;0
5016487;2024-02-27 19:39:37;204511;Магнитогорск;desktop;Organic;;Смартфоны;5;0;0;;0
5016488;2024-02-27 17:09:11;206125;Курган;mobile;Organic;;Смартфоны;7;0;0;;0
5016489;2024-02-27 15:10:50;200175;Курган;desktop;Organic;;Аксессуары;3;0;0;;0
5016490;2024-02-27 22:10:04;207180;Челябинск;mobile;Yandex Ads;YA_BRAND;Аксессуары;5;0;0;;0
5016491;2024-02-27 11:30:09;201916;Пермь;mobile;Direct;;Смарт-часы и браслеты;4;0;0;;0
5016492;2024-02-27 20:16:16;207727;Казань;mobile;Referral;;Товары для дома и офиса;8;0;0;;0
5016493;2024-02-27 18:45:54;208739;Челябинск;mobile;Telegram;TG_LOCAL;Телевизоры и игровые приставки;4;0;0;;0
5016494;2024-02-27 22:28:51;204158;Пермь;mobile;Organic;;Смартфоны;6;0;0;;0
5016495;2024-02-27 18:46:18;206567;Челябинск;mobile;Telegram;TG_LOCAL;Смартфоны;2;1;0;;0
5016496;2024-02-27 17:11:10;202626;Уфа;desktop;Yandex Ads;YA_GENERIC;Смартфоны;4;0;0;;0
5016497;2024-02-27 18:46:12;205532;Миасс;mobile;VK Ads;VK_RETARGET;Аксессуары;3;0;0;;0
5016498;2024-02-27 10:30:18;201986;Миасс;mobile;Organic;;Телевизоры и игровые приставки;3;0;0;;0
5016499;2024-02-27 18:27:46;202236;Златоуст;mobile;Organic;;Смарт-часы и браслеты;5;0;0;;0
5016500;2024-02-27 23:47:30;200847;Копейск;mobile;Referral;;Аксессуары;2;1;1;701143;1
5016501;2024-02-27 17:02:33;203011;Челябинск;mobile;Organic;;Товары для дома и офиса;5;0;0;;0
5016502;2024-02-27 21:35:53;203648;Копейск;mobile;Referral;;Аудиотехника;3;0;0;;0
5016503;2024-02-27 21:54:50;206035;Челябинск;mobile;Referral;;Смартфоны;2;0;0;;0
5016504;2024-02-27 22:26:26;201144;Челябинск;desktop;VK Ads;VK_RETARGET;Аксессуары;4;0;0;;0
5016505;2024-02-27 18:07:39;207058;Миасс;mobile;Organic;;Аксессуары;2;0;0;;0
5016506;2024-02-27 15:28:53;208296;Челябинск;mobile;Direct;;Аксессуары;1;0;0;;0
5016507;2024-02-27 15:04:24;201619;Копейск;desktop;VK Ads;VK_RETARGET;Товары для дома и офиса;2;1;1;701144;1
5016508;2024-02-27 22:15:22;208096;Златоуст;mobile;Referral;;Смарт-часы и браслеты;2;0;0;;0
5016509;2024-02-27 10:38:27;208134;Челябинск;mobile;Organic;;Телевизоры и игровые приставки;4;0;0;;0
5016510;2024-02-27 18:20:25;;Пермь;desktop;Yandex Ads;YA_BRAND;Смартфоны;6;0;0;;0
5016511;2024-02-27 14:47:40;203730;Курган;mobile;Referral;;Аудиотехника;1;0;0;;0
5016512;2024-02-27 11:48:45;209809;Казань;mobile;Yandex Ads;YA_GENERIC;Смартфоны;7;0;0;;0
5016513;2024-02-27 12:37:10;202678;Курган;mobile;Direct;;Аудиотехника;5;0;0;;0
5016514;2024-02-27 17:28:52;204817;Тюмень;mobile;Direct;;Компьютеры и планшеты;4;0;0;;0
5016515;2024-02-27 15:31:38;206516;Казань;mobile;Direct;;Аксессуары;5;1;0;;0
5016516;2024-02-27 11:02:04;;Курган;mobile;Yandex Ads;YA_GENERIC;Аудиотехника;6;0;0;;0
5016517;2024-02-27 19:25:20;208139;Уфа;desktop;Organic;;Аксессуары;7;0;0;;0
5016518;2024-02-27 19:10:07;;Челябинск;desktop;Organic;;Товары для дома и офиса;5;0;0;;0
5016519;2024-02-27 21:14:35;208776;Челябинск;mobile;Yandex Ads;YA_GENERIC;Товары для дома и офиса;3;0;0;;0
5016520;2024-02-27 18:59:35;209070;Екатеринбург;mobile;Organic;;Аудиотехника;4;0;0;;0
5016521;2024-02-27 16:43:04;202698;Челябинск;mobile;Telegram;TG_LOCAL;Аксессуары;5;0;0;;0
5016522;2024-02-27 09:45:23;207965;Магнитогорск;mobile;Direct;;Аудиотехника;7;0;0;;0
5016523;2024-02-27 19:21:31;200232;Челябинск;mobile;Referral;;Смартфоны;3;0;0;;0
5016524;2024-02-27 18:48:00;208947;Ижевск;desktop;Telegram;TG_LOCAL;Товары для дома и офиса;3;0;0;;0
5016525;2024-02-27 09:58:25;203625;Челябинск;desktop;Yandex Ads;YA_GENERIC;Компьютеры и планшеты;8;0;0;;0
5016526;2024-02-27 23:27:21;;Челябинск;desktop;Organic;;Аксессуары;5;0;0;;0
5016527;2024-02-27 14:54:55;207190;Самара;desktop;Telegram;TG_LOCAL;Аксессуары;3;0;0;;0
5016528;2024-02-27 13:23:30;206579;Копейск;mobile;Telegram;TG_LOCAL;Аксессуары;7;0;0;;0
5016529;2024-02-27 15:56:49;;Челябинск;mobile;Direct;;Аксессуары;7;0;0;;0
5016530;2024-02-27 18:01:15;;Екатеринбург;mobile;Yandex Ads;YA_GENERIC;Аудиотехника;4;0;0;;0
5016531;2024-02-27 22:40:06;208090;Москва;desktop;Organic;;Компьютеры и планшеты;6;1;1;701145;1
5016532;2024-02-27 17:10:37;208992;Курган;mobile;VK Ads;VK_RETARGET;Компьютеры и планшеты;4;0;0;;0
5016533;2024-02-27 21:55:35;201780;Москва;desktop;Referral;;Телевизоры и игровые приставки;5;0;0;;0
5016534;2024-02-27 16:22:55;209574;Челябинск;desktop;Yandex Ads;YA_GENERIC;Смартфоны;5;1;0;;0
5016535;2024-02-27 18:59:52;;Челябинск;mobile;Yandex Ads;YA_GENERIC;Аксессуары;7;0;0;;0
5016536;2024-02-27 17:00:38;;Челябинск;mobile;Telegram;TG_LOCAL;Смартфоны;6;0;0;;0
5016537;2024-02-27 15:29:45;200170;Тюмень;desktop;Direct;;Аудиотехника;6;1;0;;0
5016538;2024-02-28 19:31:42;;Челябинск;tablet;Direct;;Аудиотехника;3;1;0;;0
5016539;2024-02-28 16:58:03;;Челябинск;mobile;Yandex Ads;YA_BRAND;Компьютеры и планшеты;6;1;0;;0
5016540;2024-02-28 11:59:33;208757;Копейск;mobile;Referral;;Смарт-часы и браслеты;4;1;0;;0
5016541;2024-02-28 17:55:36;205665;Челябинск;tablet;Direct;;Товары для дома и офиса;1;1;1;701146;1
5016542;2024-02-28 18:28:54;206635;Уфа;mobile;Organic;;Компьютеры и планшеты;4;0;0;;0
5016543;2024-02-28 19:31:06;200454;Копейск;mobile;Yandex Ads;YA_BRAND;Смартфоны;4;0;0;;0
5016544;2024-02-28 15:57:02;202266;Магнитогорск;mobile;Referral;;Компьютеры и планшеты;5;0;0;;0
5016545;2024-02-28 20:21:23;200369;Челябинск;mobile;Direct;;Товары для дома и офиса;1;1;1;701147;0
5016546;2024-02-28 21:11:42;209214;Тюмень;mobile;Organic;;Смартфоны;4;0;0;;0
5016547;2024-02-28 13:03:06;202922;Магнитогорск;mobile;Organic;;Аксессуары;6;0;0;;0
5016548;2024-02-28 10:43:56;207279;Казань;desktop;Organic;;Товары для дома и офиса;3;0;0;;0
5016549;2024-02-28 17:24:31;200999;Челябинск;desktop;Referral;;Смартфоны;3;0;0;;0
5016550;2024-02-28 20:13:06;200167;Тюмень;mobile;Direct;;Аксессуары;3;0;0;;0
5016551;2024-02-28 15:56:39;206749;Москва;mobile;Organic;;Смартфоны;4;0;0;;0
5016552;2024-02-28 13:56:54;209427;Тюмень;desktop;Yandex Ads;YA_GENERIC;Аудиотехника;7;0;0;;0
5016553;2024-02-28 17:11:54;202376;Уфа;tablet;Yandex Ads;YA_GENERIC;Аксессуары;6;0;0;;0
5016554;2024-02-28 13:50:26;;Миасс;mobile;Telegram;TG_LOCAL;Телевизоры и игровые приставки;7;0;0;;0
5016555;2024-02-28 13:42:33;200779;Миасс;desktop;Direct;;Компьютеры и планшеты;8;0;0;;0
5016556;2024-02-28 13:30:19;203208;Оренбург;desktop;Organic;;Аксессуары;6;0;0;;0
5016557;2024-02-28 20:01:57;209033;Пермь;desktop;Organic;;Товары для дома и офиса;4;0;0;;0
5016558;2024-02-28 09:58:13;200132;Москва;tablet;Yandex Ads;YA_BRAND;Товары для дома и офиса;5;0;0;;0
5016559;2024-02-28 17:21:03;207345;Тюмень;tablet;Direct;;Товары для дома и офиса;1;1;1;701148;1
5016560;2024-02-28 13:12:45;201238;Магнитогорск;desktop;VK Ads;VK_RETARGET;Смарт-часы и браслеты;3;0;0;;0
5016561;2024-02-28 20:26:21;201823;Екатеринбург;mobile;Email;;Смартфоны;4;0;0;;0
5016562;2024-02-28 16:14:06;206991;Челябинск;mobile;Yandex Ads;YA_GENERIC;Аудиотехника;4;0;0;;0
5016563;2024-02-28 11:30:29;208376;Челябинск;mobile;Direct;;Смарт-часы и браслеты;6;0;0;;0
5016564;2024-02-28 16:25:50;201645;Екатеринбург;desktop;Organic;;Компьютеры и планшеты;4;0;0;;0
5016565;2024-02-28 18:28:58;207425;Челябинск;mobile;Organic;;Компьютеры и планшеты;7;1;0;;0
5016566;2024-02-28 16:52:59;200418;Копейск;mobile;Organic;;Смартфоны;4;0;0;;0
5016567;2024-02-28 21:10:22;205592;Уфа;mobile;Direct;;Смартфоны;7;0;0;;0
5016568;2024-02-28 23:56:49;203259;Челябинск;mobile;Yandex Ads;YA_BRAND;Аксессуары;5;0;0;;0
5016569;2024-02-28 11:50:36;200926;Челябинск;desktop;Referral;;Смарт-часы и браслеты;6;0;0;;0
5016570;2024-02-28 13:57:40;203347;Челябинск;desktop;Referral;;Аксессуары;5;0;0;;0
5016571;2024-02-28 19:16:41;205317;Санкт-Петербург;mobile;Referral;;Смартфоны;4;0;0;;0
5016572;2024-02-28 16:37:35;201781;Копейск;mobile;Organic;;Аудиотехника;1;0;0;;0
5016573;2024-02-28 21:36:06;201902;Челябинск;mobile;Referral;;Аудиотехника;3;0;0;;0
5016574;2024-02-28 16:17:45;205047;Тюмень;mobile;Direct;;Смарт-часы и браслеты;1;0;0;;0
5016575;2024-02-28 11:28:34;203274;Екатеринбург;mobile;Referral;;Аксессуары;8;0;0;;0
5016576;2024-02-28 20:23:45;204888;Нижневартовск;mobile;VK Ads;VK_RETARGET;Аудиотехника;4;0;0;;0
5016577;2024-02-28 09:22:15;204955;Челябинск;mobile;Yandex Ads;YA_GENERIC;Смартфоны;2;0;0;;0
5016578;2024-02-28 13:48:54;207669;Сургут;mobile;Yandex Ads;YA_GENERIC;Аксессуары;6;1;0;;0
5016579;2024-02-28 17:46:18;206258;Миасс;desktop;Yandex Ads;YA_BRAND;Смартфоны;6;0;0;;0
5016580;2024-02-28 20:18:59;202799;Ижевск;desktop;VK Ads;VK_RETARGET;Товары для дома и офиса;2;1;1;701149;1
5016581;2024-02-28 17:15:45;;Миасс;desktop;VK Ads;VK_RETARGET;Аксессуары;3;0;0;;0
5016582;2024-02-28 16:59:43;206710;Челябинск;desktop;Organic;;Компьютеры и планшеты;3;1;1;701150;1
5016583;2024-02-28 17:33:08;207578;Уфа;mobile;Email;;Смартфоны;3;0;0;;0
5016584;2024-02-28 11:28:57;201714;Магнитогорск;mobile;Organic;;Аксессуары;1;0;0;;0
5016585;2024-02-28 10:04:29;205711;Челябинск;mobile;Referral;;Смартфоны;10;0;0;;0
5016586;2024-02-28 18:58:04;201680;Челябинск;mobile;Direct;;Товары для дома и офиса;3;0;0;;0
5016587;2024-02-28 18:21:24;205610;Миасс;mobile;Direct;;Аудиотехника;3;0;0;;0
5016588;2024-02-28 11:35:48;205806;Москва;mobile;Yandex Ads;YA_GENERIC;Аксессуары;4;0;0;;0
5016589;2024-02-28 17:00:14;;Челябинск;desktop;Organic;;Аксессуары;5;0;0;;0
5016590;2024-02-28 18:49:43;208506;Тюмень;desktop;Direct;;Телевизоры и игровые приставки;4;1;1;701151;1
5016591;2024-02-28 15:13:05;208219;Челябинск;desktop;Yandex Ads;YA_GENERIC;Смартфоны;2;0;0;;0
5016592;2024-02-28 15:44:36;;Курган;desktop;Yandex Ads;YA_GENERIC;Смартфоны;2;0;0;;0
5016593;2024-02-28 12:03:21;204513;Миасс;mobile;Referral;;Смартфоны;3;0;0;;0
5016594;2024-02-28 19:54:04;200761;Магнитогорск;mobile;Email;;Смарт-часы и браслеты;6;0;0;;0
5016595;2024-02-28 09:35:09;203940;Екатеринбург;desktop;VK Ads;VK_RETARGET;Смартфоны;3;0;0;;0
5016596;2024-02-28 18:44:30;207511;Челябинск;mobile;VK Ads;VK_RETARGET;Телевизоры и игровые приставки;4;0;0;;0
5016597;2024-02-28 16:46:18;206019;Челябинск;mobile;Direct;;Смарт-часы и браслеты;6;0;0;;0
5016598;2024-02-28 15:24:25;206005;Магнитогорск;mobile;Direct;;Смартфоны;4;0;0;;0
5016599;2024-02-28 21:41:05;208156;Челябинск;desktop;Direct;;Смарт-часы и браслеты;2;0;0;;0
5016600;2024-02-28 12:40:24;;Курган;desktop;Direct;;Аксессуары;4;0;0;;0
5016601;2024-02-28 21:33:02;205383;Челябинск;mobile;Email;;Компьютеры и планшеты;6;0;0;;0
5016602;2024-02-28 18:26:06;208258;Челябинск;mobile;Telegram;TG_LOCAL;Смартфоны;4;1;0;;0
5016603;2024-02-28 18:16:03;207261;Магнитогорск;mobile;Organic;;Компьютеры и планшеты;3;0;0;;0
5016604;2024-02-28 11:35:02;208099;Тюмень;mobile;Direct;;Аксессуары;5;0;0;;0
5016605;2024-02-28 18:07:19;;Екатеринбург;desktop;Organic;;Телевизоры и игровые приставки;3;0;0;;0
5016606;2024-02-28 11:32:51;207416;Копейск;desktop;Email;;Аксессуары;1;1;0;;0
5016607;2024-02-28 23:40:16;201426;Нижневартовск;mobile;Direct;;Смартфоны;5;0;0;;0
5016608;2024-02-28 09:28:20;209256;Челябинск;mobile;Email;;Аудиотехника;4;1;0;;0
5016609;2024-02-28 19:32:06;205293;Челябинск;desktop;Yandex Ads;YA_GENERIC;Смартфоны;5;0;0;;0
5016610;2024-02-28 17:37:04;203821;Екатеринбург;mobile;Yandex Ads;YA_BRAND;Смартфоны;5;0;0;;0
5016611;2024-02-28 15:52:32;208305;Челябинск;mobile;Telegram;TG_LOCAL;Смартфоны;5;0;0;;0
5016612;2024-02-28 16:59:09;203968;Миасс;mobile;Organic;;Компьютеры и планшеты;5;0;0;;0
5016613;2024-02-28 13:27:22;206511;Сургут;desktop;Yandex Ads;YA_BRAND;Телевизоры и игровые приставки;3;0;0;;0
5016614;2024-02-28 20:02:29;200136;Екатеринбург;mobile;Direct;;Смарт-часы и браслеты;5;0;0;;0
5016615;2024-02-28 09:23:29;202803;Златоуст;mobile;Referral;;Компьютеры и планшеты;3;0;0;;0
5016616;2024-02-28 11:18:42;206573;Копейск;desktop;Referral;;Аксессуары;3;0;0;;0
5016617;2024-02-28 15:55:53;;Уфа;desktop;Direct;;Смарт-часы и браслеты;2;0;0;;0
5016618;2024-02-28 11:09:49;200837;Челябинск;mobile;Referral;;Смарт-часы и браслеты;1;0;0;;0
5016619;2024-02-28 22:11:54;202086;Тюмень;desktop;Yandex Ads;YA_BRAND;Смартфоны;1;0;0;;0
5016620;2024-02-28 11:19:13;207005;Миасс;desktop;Direct;;Телевизоры и игровые приставки;5;0;0;;0
5016621;2024-02-28 21:30:58;208858;Москва;mobile;Direct;;Смарт-часы и браслеты;4;0;0;;0
5016622;2024-02-28 18:38:14;204454;Магнитогорск;mobile;Organic;;Аудиотехника;2;0;0;;0
5016623;2024-02-28 12:26:11;206220;Миасс;desktop;Yandex Ads;YA_GENERIC;Аудиотехника;2;0;0;;0
5016624;2024-02-28 15:47:35;205950;Челябинск;mobile;Organic;;Компьютеры и планшеты;3;0;0;;0
5016625;2024-02-28 18:51:39;205889;Новосибирск;desktop;Organic;;Аудиотехника;3;0;0;;0
5016626;2024-02-28 17:47:31;201933;Магнитогорск;mobile;Yandex Ads;YA_BRAND;Смарт-часы и браслеты;5;0;0;;0
5016627;2024-02-28 19:07:14;205654;Копейск;desktop;Email;;Смартфоны;1;1;0;;0
